spatial id,temporal id,Target (normal),Normal target,occurrence t-10,occurrence t-9,occurrence t-8,occurrence t-7,occurrence t-6,occurrence t-5,occurrence t-4,occurrence t-3,occurrence t-2,occurrence t-1,occurrence t
3,416,1.0,1.0,0,0,0,1,0,0,0,0,0,1,0
3,417,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0
3,418,0.0,0.0,0,1,0,0,0,0,0,1,0,0,1
3,419,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0
3,420,1.0,1.0,0,0,0,0,0,1,0,0,1,0,0
3,421,1.0,1.0,0,0,0,0,1,0,0,1,0,0,0
3,422,0.0,0.0,0,0,0,1,0,0,1,0,0,0,1
3,423,0.0,0.0,0,0,1,0,0,1,0,0,0,1,1
3,424,1.0,1.0,0,1,0,0,1,0,0,0,1,1,0
3,425,1.0,1.0,1,0,0,1,0,0,0,1,1,0,0
3,426,1.0,1.0,0,0,1,0,0,0,1,1,0,0,1
3,427,1.0,1.0,0,1,0,0,0,1,1,0,0,1,1
3,428,1.0,1.0,1,0,0,0,1,1,0,0,1,1,1
3,429,1.0,1.0,0,0,0,1,1,0,0,1,1,1,1
3,430,0.0,0.0,0,0,1,1,0,0,1,1,1,1,1
3,431,0.0,0.0,0,1,1,0,0,1,1,1,1,1,1
3,432,0.0,0.0,1,1,0,0,1,1,1,1,1,1,0
3,433,0.0,0.0,1,0,0,1,1,1,1,1,1,0,0
3,434,1.0,1.0,0,0,1,1,1,1,1,1,0,0,0
3,435,1.0,1.0,0,1,1,1,1,1,1,0,0,0,0
3,436,1.0,1.0,1,1,1,1,1,1,0,0,0,0,1
3,437,1.0,1.0,1,1,1,1,1,0,0,0,0,1,1
3,438,0.0,0.0,1,1,1,1,0,0,0,0,1,1,1
3,439,0.0,0.0,1,1,1,0,0,0,0,1,1,1,1
3,440,0.0,0.0,1,1,0,0,0,0,1,1,1,1,0
3,441,1.0,1.0,1,0,0,0,0,1,1,1,1,0,0
3,442,1.0,1.0,0,0,0,0,1,1,1,1,0,0,0
3,443,0.0,0.0,0,0,0,1,1,1,1,0,0,0,1
3,444,0.0,0.0,0,0,1,1,1,1,0,0,0,1,1
3,445,0.0,0.0,0,1,1,1,1,0,0,0,1,1,0
3,446,1.0,1.0,1,1,1,1,0,0,0,1,1,0,0
3,447,1.0,1.0,1,1,1,0,0,0,1,1,0,0,0
3,448,0.0,0.0,1,1,0,0,0,1,1,0,0,0,1
3,449,1.0,1.0,1,0,0,0,1,1,0,0,0,1,1
3,450,1.0,1.0,0,0,0,1,1,0,0,0,1,1,0
3,451,0.0,0.0,0,0,1,1,0,0,0,1,1,0,1
3,452,1.0,1.0,0,1,1,0,0,0,1,1,0,1,1
3,453,0.0,0.0,1,1,0,0,0,1,1,0,1,1,0
3,454,1.0,1.0,1,0,0,0,1,1,0,1,1,0,1
3,455,0.0,0.0,0,0,0,1,1,0,1,1,0,1,0
3,456,0.0,0.0,0,0,1,1,0,1,1,0,1,0,1
3,457,0.0,0.0,0,1,1,0,1,1,0,1,0,1,0
3,458,1.0,1.0,1,1,0,1,1,0,1,0,1,0,0
3,459,1.0,1.0,1,0,1,1,0,1,0,1,0,0,0
3,460,1.0,1.0,0,1,1,0,1,0,1,0,0,0,1
3,461,1.0,1.0,1,1,0,1,0,1,0,0,0,1,1
3,462,0.0,0.0,1,0,1,0,1,0,0,0,1,1,1
3,463,1.0,1.0,0,1,0,1,0,0,0,1,1,1,1
3,464,0.0,0.0,1,0,1,0,0,0,1,1,1,1,0
3,465,1.0,1.0,0,1,0,0,0,1,1,1,1,0,1
3,466,0.0,0.0,1,0,0,0,1,1,1,1,0,1,0
3,467,1.0,1.0,0,0,0,1,1,1,1,0,1,0,1
3,468,1.0,1.0,0,0,1,1,1,1,0,1,0,1,0
3,469,1.0,1.0,0,1,1,1,1,0,1,0,1,0,1
3,470,0.0,0.0,1,1,1,1,0,1,0,1,0,1,1
3,471,1.0,1.0,1,1,1,0,1,0,1,0,1,1,1
3,472,0.0,0.0,1,1,0,1,0,1,0,1,1,1,0
3,473,0.0,0.0,1,0,1,0,1,0,1,1,1,0,1
3,474,1.0,1.0,0,1,0,1,0,1,1,1,0,1,0
3,475,0.0,0.0,1,0,1,0,1,1,1,0,1,0,0
3,476,0.0,0.0,0,1,0,1,1,1,0,1,0,0,1
3,477,1.0,1.0,1,0,1,1,1,0,1,0,0,1,0
3,478,1.0,1.0,0,1,1,1,0,1,0,0,1,0,0
3,479,0.0,0.0,1,1,1,0,1,0,0,1,0,0,1
3,480,0.0,0.0,1,1,0,1,0,0,1,0,0,1,1
3,481,0.0,0.0,1,0,1,0,0,1,0,0,1,1,0
3,482,0.0,0.0,0,1,0,0,1,0,0,1,1,0,0
3,483,1.0,1.0,1,0,0,1,0,0,1,1,0,0,0
3,484,1.0,1.0,0,0,1,0,0,1,1,0,0,0,0
3,485,0.0,0.0,0,1,0,0,1,1,0,0,0,0,1
3,486,1.0,1.0,1,0,0,1,1,0,0,0,0,1,1
3,487,0.0,0.0,0,0,1,1,0,0,0,0,1,1,0
3,488,0.0,0.0,0,1,1,0,0,0,0,1,1,0,1
3,489,1.0,1.0,1,1,0,0,0,0,1,1,0,1,0
3,490,0.0,0.0,1,0,0,0,0,1,1,0,1,0,0
3,491,1.0,1.0,0,0,0,0,1,1,0,1,0,0,1
3,492,1.0,1.0,0,0,0,1,1,0,1,0,0,1,0
3,493,0.0,0.0,0,0,1,1,0,1,0,0,1,0,1
3,494,0.0,0.0,0,1,1,0,1,0,0,1,0,1,1
3,495,0.0,0.0,1,1,0,1,0,0,1,0,1,1,0
3,496,1.0,1.0,1,0,1,0,0,1,0,1,1,0,0
3,497,0.0,0.0,0,1,0,0,1,0,1,1,0,0,0
3,498,0.0,0.0,1,0,0,1,0,1,1,0,0,0,1
3,499,1.0,1.0,0,0,1,0,1,1,0,0,0,1,0
3,500,0.0,0.0,0,1,0,1,1,0,0,0,1,0,0
3,501,0.0,0.0,1,0,1,1,0,0,0,1,0,0,1
3,502,1.0,1.0,0,1,1,0,0,0,1,0,0,1,0
3,503,0.0,0.0,1,1,0,0,0,1,0,0,1,0,0
3,504,1.0,1.0,1,0,0,0,1,0,0,1,0,0,1
3,505,1.0,1.0,0,0,0,1,0,0,1,0,0,1,0
3,506,0.0,0.0,0,0,1,0,0,1,0,0,1,0,1
3,507,0.0,0.0,0,1,0,0,1,0,0,1,0,1,1
3,508,0.0,0.0,1,0,0,1,0,0,1,0,1,1,0
3,509,0.0,0.0,0,0,1,0,0,1,0,1,1,0,0
3,510,0.0,0.0,0,1,0,0,1,0,1,1,0,0,0
3,511,0.0,0.0,1,0,0,1,0,1,1,0,0,0,0
3,512,0.0,0.0,0,0,1,0,1,1,0,0,0,0,0
3,513,0.0,0.0,0,1,0,1,1,0,0,0,0,0,0
3,514,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
3,515,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0
3,516,1.0,1.0,1,1,0,0,0,0,0,0,0,0,0
3,517,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1
3,518,1.0,1.0,0,0,0,0,0,0,0,0,0,1,1
3,519,1.0,1.0,0,0,0,0,0,0,0,0,1,1,0
3,520,0.0,0.0,0,0,0,0,0,0,0,1,1,0,1
3,521,0.0,0.0,0,0,0,0,0,0,1,1,0,1,1
3,522,1.0,1.0,0,0,0,0,0,1,1,0,1,1,0
3,523,1.0,1.0,0,0,0,0,1,1,0,1,1,0,0
3,524,1.0,1.0,0,0,0,1,1,0,1,1,0,0,1
3,525,0.0,0.0,0,0,1,1,0,1,1,0,0,1,1
3,526,0.0,0.0,0,1,1,0,1,1,0,0,1,1,1
3,527,1.0,1.0,1,1,0,1,1,0,0,1,1,1,0
3,528,0.0,0.0,1,0,1,1,0,0,1,1,1,0,0
3,529,0.0,0.0,0,1,1,0,0,1,1,1,0,0,1
3,530,0.0,0.0,1,1,0,0,1,1,1,0,0,1,0
3,531,1.0,1.0,1,0,0,1,1,1,0,0,1,0,0
3,532,0.0,0.0,0,0,1,1,1,0,0,1,0,0,0
3,533,1.0,1.0,0,1,1,1,0,0,1,0,0,0,1
3,534,1.0,1.0,1,1,1,0,0,1,0,0,0,1,0
3,535,1.0,1.0,1,1,0,0,1,0,0,0,1,0,1
3,536,0.0,0.0,1,0,0,1,0,0,0,1,0,1,1
3,537,0.0,0.0,0,0,1,0,0,0,1,0,1,1,1
3,538,1.0,1.0,0,1,0,0,0,1,0,1,1,1,0
3,539,0.0,0.0,1,0,0,0,1,0,1,1,1,0,0
3,540,0.0,0.0,0,0,0,1,0,1,1,1,0,0,1
3,541,0.0,0.0,0,0,1,0,1,1,1,0,0,1,0
3,542,0.0,0.0,0,1,0,1,1,1,0,0,1,0,0
3,543,0.0,0.0,1,0,1,1,1,0,0,1,0,0,0
3,544,1.0,1.0,0,1,1,1,0,0,1,0,0,0,0
3,545,0.0,0.0,1,1,1,0,0,1,0,0,0,0,0
3,546,0.0,0.0,1,1,0,0,1,0,0,0,0,0,1
3,547,1.0,1.0,1,0,0,1,0,0,0,0,0,1,0
3,548,1.0,1.0,0,0,1,0,0,0,0,0,1,0,0
3,549,1.0,1.0,0,1,0,0,0,0,0,1,0,0,1
3,550,1.0,1.0,1,0,0,0,0,0,1,0,0,1,1
3,551,1.0,1.0,0,0,0,0,0,1,0,0,1,1,1
3,552,1.0,1.0,0,0,0,0,1,0,0,1,1,1,1
3,553,0.0,0.0,0,0,0,1,0,0,1,1,1,1,1
3,554,1.0,1.0,0,0,1,0,0,1,1,1,1,1,1
3,555,0.0,0.0,0,1,0,0,1,1,1,1,1,1,0
3,556,1.0,1.0,1,0,0,1,1,1,1,1,1,0,1
3,557,1.0,1.0,0,0,1,1,1,1,1,1,0,1,0
3,558,0.0,0.0,0,1,1,1,1,1,1,0,1,0,1
3,559,1.0,1.0,1,1,1,1,1,1,0,1,0,1,1
3,560,1.0,1.0,1,1,1,1,1,0,1,0,1,1,0
3,561,1.0,1.0,1,1,1,1,0,1,0,1,1,0,1
3,562,0.0,0.0,1,1,1,0,1,0,1,1,0,1,1
3,563,1.0,1.0,1,1,0,1,0,1,1,0,1,1,1
3,564,0.0,0.0,1,0,1,0,1,1,0,1,1,1,0
3,565,1.0,1.0,0,1,0,1,1,0,1,1,1,0,1
3,566,0.0,0.0,1,0,1,1,0,1,1,1,0,1,0
3,567,1.0,1.0,0,1,1,0,1,1,1,0,1,0,1
3,568,0.0,0.0,1,1,0,1,1,1,0,1,0,1,0
3,569,0.0,0.0,1,0,1,1,1,0,1,0,1,0,1
3,570,0.0,0.0,0,1,1,1,0,1,0,1,0,1,0
3,571,1.0,1.0,1,1,1,0,1,0,1,0,1,0,0
3,572,0.0,0.0,1,1,0,1,0,1,0,1,0,0,0
3,573,1.0,1.0,1,0,1,0,1,0,1,0,0,0,1
3,574,0.0,0.0,0,1,0,1,0,1,0,0,0,1,0
3,575,0.0,0.0,1,0,1,0,1,0,0,0,1,0,1
3,576,0.0,0.0,0,1,0,1,0,0,0,1,0,1,0
3,577,1.0,1.0,1,0,1,0,0,0,1,0,1,0,0
3,578,1.0,1.0,0,1,0,0,0,1,0,1,0,0,0
3,579,0.0,0.0,1,0,0,0,1,0,1,0,0,0,1
3,580,0.0,0.0,0,0,0,1,0,1,0,0,0,1,1
3,581,1.0,1.0,0,0,1,0,1,0,0,0,1,1,0
3,582,1.0,1.0,0,1,0,1,0,0,0,1,1,0,0
3,583,1.0,1.0,1,0,1,0,0,0,1,1,0,0,1
3,584,1.0,1.0,0,1,0,0,0,1,1,0,0,1,1
3,585,1.0,1.0,1,0,0,0,1,1,0,0,1,1,1
3,586,1.0,1.0,0,0,0,1,1,0,0,1,1,1,1
3,587,1.0,1.0,0,0,1,1,0,0,1,1,1,1,1
3,588,1.0,1.0,0,1,1,0,0,1,1,1,1,1,1
3,589,1.0,1.0,1,1,0,0,1,1,1,1,1,1,1
3,590,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1
3,591,1.0,1.0,0,0,1,1,1,1,1,1,1,1,1
3,592,0.0,0.0,0,1,1,1,1,1,1,1,1,1,1
3,593,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1
3,594,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0
3,595,1.0,1.0,1,1,1,1,1,1,1,1,1,0,0
3,596,0.0,0.0,1,1,1,1,1,1,1,1,0,0,1
3,597,0.0,0.0,1,1,1,1,1,1,1,0,0,1,1
3,598,1.0,1.0,1,1,1,1,1,1,0,0,1,1,0
3,599,,,1,1,1,1,1,0,0,1,1,0,0
3,600,,,1,1,1,1,0,0,1,1,0,0,1
