spatial id,temporal id,Target (normal),Normal target,occurrence t-11,occurrence t-10,occurrence t-9,occurrence t-8,occurrence t-7,occurrence t-6,occurrence t-5,occurrence t-4,occurrence t-3,occurrence t-2,occurrence t-1,occurrence t
3,184,0.0,0.0,0,1,1,1,0,0,0,1,0,1,0,0
3,185,1.0,1.0,1,1,1,0,0,0,1,0,1,0,0,0
3,186,1.0,1.0,1,1,0,0,0,1,0,1,0,0,0,0
3,187,0.0,0.0,1,0,0,0,1,0,1,0,0,0,0,1
3,188,0.0,0.0,0,0,0,1,0,1,0,0,0,0,1,0
3,189,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,0
3,190,0.0,0.0,0,1,0,1,0,0,0,0,1,0,0,0
3,191,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,1
3,192,1.0,1.0,0,1,0,0,0,0,1,0,0,0,1,0
3,193,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,1
3,194,0.0,0.0,0,0,0,0,1,0,0,0,1,0,1,0
3,195,0.0,0.0,0,0,0,1,0,0,0,1,0,1,0,1
3,196,0.0,0.0,0,0,1,0,0,0,1,0,1,0,1,1
3,197,0.0,0.0,0,1,0,0,0,1,0,1,0,1,1,0
3,198,1.0,1.0,1,0,0,0,1,0,1,0,1,1,0,0
3,199,1.0,1.0,0,0,0,1,0,1,0,1,1,0,0,0
3,200,1.0,1.0,0,0,1,0,1,0,1,1,0,0,0,0
3,201,0.0,0.0,0,1,0,1,0,1,1,0,0,0,0,0
3,202,1.0,1.0,1,0,1,0,1,1,0,0,0,0,0,1
3,203,0.0,0.0,0,1,0,1,1,0,0,0,0,0,1,0
3,204,1.0,1.0,1,0,1,1,0,0,0,0,0,1,0,0
3,205,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0
3,206,1.0,1.0,1,1,0,0,0,0,0,1,0,0,0,0
3,207,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0
3,208,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1
3,209,1.0,1.0,0,0,0,0,1,0,0,0,0,0,1,1
3,210,0.0,0.0,0,0,0,1,0,0,0,0,0,1,1,1
3,211,1.0,1.0,0,0,1,0,0,0,0,0,1,1,1,0
3,212,0.0,0.0,0,1,0,0,0,0,0,1,1,1,0,1
3,213,0.0,0.0,1,0,0,0,0,0,1,1,1,0,1,0
3,214,1.0,1.0,0,0,0,0,0,1,1,1,0,1,0,1
3,215,0.0,0.0,0,0,0,0,1,1,1,0,1,0,1,0
3,216,0.0,0.0,0,0,0,1,1,1,0,1,0,1,0,1
3,217,0.0,0.0,0,0,1,1,1,0,1,0,1,0,1,0
3,218,1.0,1.0,0,1,1,1,0,1,0,1,0,1,0,1
3,219,1.0,1.0,1,1,1,0,1,0,1,0,1,0,1,1
3,220,0.0,0.0,1,1,0,1,0,1,0,1,0,1,1,0
3,221,1.0,1.0,1,0,1,0,1,0,1,0,1,1,0,1
3,222,1.0,1.0,0,1,0,1,0,1,0,1,1,0,1,0
3,223,1.0,1.0,1,0,1,0,1,0,1,1,0,1,0,0
3,224,0.0,0.0,0,1,0,1,0,1,1,0,1,0,0,1
3,225,0.0,0.0,1,0,1,0,1,1,0,1,0,0,1,0
3,226,0.0,0.0,0,1,0,1,1,0,1,0,0,1,0,0
3,227,0.0,0.0,1,0,1,1,0,1,0,0,1,0,0,0
3,228,0.0,0.0,0,1,1,0,1,0,0,1,0,0,0,1
3,229,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1,1
3,230,0.0,0.0,1,0,1,0,0,1,0,0,0,1,1,0
3,231,0.0,0.0,0,1,0,0,1,0,0,0,1,1,0,1
3,232,0.0,0.0,1,0,0,1,0,0,0,1,1,0,1,1
3,233,0.0,0.0,0,0,1,0,0,0,1,1,0,1,1,1
3,234,1.0,1.0,0,1,0,0,0,1,1,0,1,1,1,0
3,235,0.0,0.0,1,0,0,0,1,1,0,1,1,1,0,0
3,236,0.0,0.0,0,0,0,1,1,0,1,1,1,0,0,0
3,237,1.0,1.0,0,0,1,1,0,1,1,1,0,0,0,0
3,238,1.0,1.0,0,1,1,0,1,1,1,0,0,0,0,0
3,239,0.0,0.0,1,1,0,1,1,1,0,0,0,0,0,0
3,240,0.0,0.0,1,0,1,1,1,0,0,0,0,0,0,0
3,241,1.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0
3,242,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0
3,243,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0
3,244,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1
3,245,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0
3,246,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
3,247,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1
3,248,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,1
3,249,1.0,1.0,0,0,0,0,0,0,1,0,0,1,1,0
3,250,1.0,1.0,0,0,0,0,0,1,0,0,1,1,0,0
3,251,1.0,1.0,0,0,0,0,1,0,0,1,1,0,0,1
3,252,0.0,0.0,0,0,0,1,0,0,1,1,0,0,1,0
3,253,1.0,1.0,0,0,1,0,0,1,1,0,0,1,0,0
3,254,1.0,1.0,0,1,0,0,1,1,0,0,1,0,0,1
3,255,1.0,1.0,1,0,0,1,1,0,0,1,0,0,1,0
3,256,1.0,1.0,0,0,1,1,0,0,1,0,0,1,0,1
3,257,1.0,1.0,0,1,1,0,0,1,0,0,1,0,1,0
3,258,0.0,0.0,1,1,0,0,1,0,0,1,0,1,0,0
3,259,0.0,0.0,1,0,0,1,0,0,1,0,1,0,0,1
3,260,1.0,1.0,0,0,1,0,0,1,0,1,0,0,1,1
3,261,0.0,0.0,0,1,0,0,1,0,1,0,0,1,1,1
3,262,1.0,1.0,1,0,0,1,0,1,0,0,1,1,1,0
3,263,0.0,0.0,0,0,1,0,1,0,0,1,1,1,0,1
3,264,0.0,0.0,0,1,0,1,0,0,1,1,1,0,1,1
3,265,0.0,0.0,1,0,1,0,0,1,1,1,0,1,1,1
3,266,0.0,0.0,0,1,0,0,1,1,1,0,1,1,1,1
3,267,1.0,1.0,1,0,0,1,1,1,0,1,1,1,1,1
3,268,0.0,0.0,0,0,1,1,1,0,1,1,1,1,1,0
3,269,0.0,0.0,0,1,1,1,0,1,1,1,1,1,0,0
3,270,1.0,1.0,1,1,1,0,1,1,1,1,1,0,0,1
3,271,1.0,1.0,1,1,0,1,1,1,1,1,0,0,1,0
3,272,0.0,0.0,1,0,1,1,1,1,1,0,0,1,0,1
3,273,0.0,0.0,0,1,1,1,1,1,0,0,1,0,1,0
3,274,1.0,1.0,1,1,1,1,1,0,0,1,0,1,0,0
3,275,0.0,0.0,1,1,1,1,0,0,1,0,1,0,0,0
3,276,0.0,0.0,1,1,1,0,0,1,0,1,0,0,0,0
3,277,0.0,0.0,1,1,0,0,1,0,1,0,0,0,0,1
3,278,1.0,1.0,1,0,0,1,0,1,0,0,0,0,1,0
3,279,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,0
3,280,0.0,0.0,0,1,0,1,0,0,0,0,1,0,0,1
3,281,1.0,1.0,1,0,1,0,0,0,0,1,0,0,1,1
3,282,0.0,0.0,0,1,0,0,0,0,1,0,0,1,1,0
3,283,0.0,0.0,1,0,0,0,0,1,0,0,1,1,0,0
3,284,1.0,1.0,0,0,0,0,1,0,0,1,1,0,0,1
3,285,1.0,1.0,0,0,0,1,0,0,1,1,0,0,1,0
3,286,1.0,1.0,0,0,1,0,0,1,1,0,0,1,0,0
3,287,1.0,1.0,0,1,0,0,1,1,0,0,1,0,0,0
3,288,0.0,0.0,1,0,0,1,1,0,0,1,0,0,0,1
3,289,1.0,1.0,0,0,1,1,0,0,1,0,0,0,1,0
3,290,0.0,0.0,0,1,1,0,0,1,0,0,0,1,0,0
3,291,0.0,0.0,1,1,0,0,1,0,0,0,1,0,0,1
3,292,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,0
3,293,1.0,1.0,0,0,1,0,0,0,1,0,0,1,0,0
3,294,1.0,1.0,0,1,0,0,0,1,0,0,1,0,0,1
3,295,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,1
3,296,0.0,0.0,0,0,0,1,0,0,1,0,0,1,1,1
3,297,1.0,1.0,0,0,1,0,0,1,0,0,1,1,1,1
3,298,0.0,0.0,0,1,0,0,1,0,0,1,1,1,1,0
3,299,1.0,1.0,1,0,0,1,0,0,1,1,1,1,0,1
3,300,0.0,0.0,0,0,1,0,0,1,1,1,1,0,1,0
3,301,0.0,0.0,0,1,0,0,1,1,1,1,0,1,0,0
3,302,0.0,0.0,1,0,0,1,1,1,1,0,1,0,0,0
3,303,0.0,0.0,0,0,1,1,1,1,0,1,0,0,0,1
3,304,0.0,0.0,0,1,1,1,1,0,1,0,0,0,1,1
3,305,0.0,0.0,1,1,1,1,0,1,0,0,0,1,1,0
3,306,1.0,1.0,1,1,1,0,1,0,0,0,1,1,0,0
3,307,1.0,1.0,1,1,0,1,0,0,0,1,1,0,0,1
3,308,1.0,1.0,1,0,1,0,0,0,1,1,0,0,1,0
3,309,1.0,1.0,0,1,0,0,0,1,1,0,0,1,0,1
3,310,1.0,1.0,1,0,0,0,1,1,0,0,1,0,1,0
3,311,0.0,0.0,0,0,0,1,1,0,0,1,0,1,0,0
3,312,1.0,1.0,0,0,1,1,0,0,1,0,1,0,0,0
3,313,0.0,0.0,0,1,1,0,0,1,0,1,0,0,0,0
3,314,1.0,1.0,1,1,0,0,1,0,1,0,0,0,0,0
3,315,1.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0
3,316,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1
3,317,1.0,1.0,0,1,0,1,0,0,0,0,0,0,1,1
3,318,1.0,1.0,1,0,1,0,0,0,0,0,0,1,1,1
3,319,0.0,0.0,0,1,0,0,0,0,0,0,1,1,1,1
3,320,0.0,0.0,1,0,0,0,0,0,0,1,1,1,1,1
3,321,0.0,0.0,0,0,0,0,0,0,1,1,1,1,1,0
3,322,1.0,1.0,0,0,0,0,0,1,1,1,1,1,0,1
3,323,0.0,0.0,0,0,0,0,1,1,1,1,1,0,1,0
3,324,1.0,1.0,0,0,0,1,1,1,1,1,0,1,0,1
3,325,1.0,1.0,0,0,1,1,1,1,1,0,1,0,1,1
3,326,1.0,1.0,0,1,1,1,1,1,0,1,0,1,1,0
3,327,0.0,0.0,1,1,1,1,1,0,1,0,1,1,0,1
3,328,0.0,0.0,1,1,1,1,0,1,0,1,1,0,1,1
3,329,1.0,1.0,1,1,1,0,1,0,1,1,0,1,1,0
3,330,1.0,1.0,1,1,0,1,0,1,1,0,1,1,0,0
3,331,0.0,0.0,1,0,1,0,1,1,0,1,1,0,0,0
3,332,1.0,1.0,0,1,0,1,1,0,1,1,0,0,0,1
3,333,1.0,1.0,1,0,1,1,0,1,1,0,0,0,1,0
3,334,0.0,0.0,0,1,1,0,1,1,0,0,0,1,0,1
3,335,0.0,0.0,1,1,0,1,1,0,0,0,1,0,1,1
3,336,1.0,1.0,1,0,1,1,0,0,0,1,0,1,1,1
3,337,1.0,1.0,0,1,1,0,0,0,1,0,1,1,1,0
3,338,0.0,0.0,1,1,0,0,0,1,0,1,1,1,0,0
3,339,1.0,1.0,1,0,0,0,1,0,1,1,1,0,0,1
3,340,0.0,0.0,0,0,0,1,0,1,1,1,0,0,1,1
3,341,0.0,0.0,0,0,1,0,1,1,1,0,0,1,1,0
3,342,1.0,1.0,0,1,0,1,1,1,0,0,1,1,0,1
3,343,0.0,0.0,1,0,1,1,1,0,0,1,1,0,1,1
3,344,1.0,1.0,0,1,1,1,0,0,1,1,0,1,1,0
3,345,1.0,1.0,1,1,1,0,0,1,1,0,1,1,0,0
3,346,1.0,1.0,1,1,0,0,1,1,0,1,1,0,0,1
3,347,0.0,0.0,1,0,0,1,1,0,1,1,0,0,1,1
3,348,1.0,1.0,0,0,1,1,0,1,1,0,0,1,1,0
3,349,1.0,1.0,0,1,1,0,1,1,0,0,1,1,0,1
3,350,1.0,1.0,1,1,0,1,1,0,0,1,1,0,1,0
3,351,1.0,1.0,1,0,1,1,0,0,1,1,0,1,0,0
3,352,1.0,1.0,0,1,1,0,0,1,1,0,1,0,0,1
3,353,1.0,1.0,1,1,0,0,1,1,0,1,0,0,1,0
3,354,1.0,1.0,1,0,0,1,1,0,1,0,0,1,0,1
3,355,0.0,0.0,0,0,1,1,0,1,0,0,1,0,1,1
3,356,1.0,1.0,0,1,1,0,1,0,0,1,0,1,1,1
3,357,1.0,1.0,1,1,0,1,0,0,1,0,1,1,1,0
3,358,1.0,1.0,1,0,1,0,0,1,0,1,1,1,0,1
3,359,0.0,0.0,0,1,0,0,1,0,1,1,1,0,1,1
3,360,1.0,1.0,1,0,0,1,0,1,1,1,0,1,1,1
3,361,0.0,0.0,0,0,1,0,1,1,1,0,1,1,1,1
3,362,1.0,1.0,0,1,0,1,1,1,0,1,1,1,1,1
3,363,1.0,1.0,1,0,1,1,1,0,1,1,1,1,1,1
3,364,1.0,1.0,0,1,1,1,0,1,1,1,1,1,1,1
3,365,1.0,1.0,1,1,1,0,1,1,1,1,1,1,1,0
3,366,0.0,0.0,1,1,0,1,1,1,1,1,1,1,0,1
3,367,1.0,1.0,1,0,1,1,1,1,1,1,1,0,1,1
3,368,0.0,0.0,0,1,1,1,1,1,1,1,0,1,1,1
3,369,0.0,0.0,1,1,1,1,1,1,1,0,1,1,1,0
3,370,0.0,0.0,1,1,1,1,1,1,0,1,1,1,0,1
3,371,1.0,1.0,1,1,1,1,1,0,1,1,1,0,1,0
3,372,1.0,1.0,1,1,1,1,0,1,1,1,0,1,0,1
3,373,1.0,1.0,1,1,1,0,1,1,1,0,1,0,1,1
3,374,1.0,1.0,1,1,0,1,1,1,0,1,0,1,1,1
3,375,1.0,1.0,1,0,1,1,1,0,1,0,1,1,1,1
3,376,1.0,1.0,0,1,1,1,0,1,0,1,1,1,1,0
3,377,1.0,1.0,1,1,1,0,1,0,1,1,1,1,0,1
3,378,0.0,0.0,1,1,0,1,0,1,1,1,1,0,1,0
3,379,0.0,0.0,1,0,1,0,1,1,1,1,0,1,0,0
3,380,1.0,1.0,0,1,0,1,1,1,1,0,1,0,0,0
3,381,1.0,1.0,1,0,1,1,1,1,0,1,0,0,0,1
3,382,1.0,1.0,0,1,1,1,1,0,1,0,0,0,1,1
3,383,0.0,0.0,1,1,1,1,0,1,0,0,0,1,1,1
3,384,0.0,0.0,1,1,1,0,1,0,0,0,1,1,1,1
3,385,1.0,1.0,1,1,0,1,0,0,0,1,1,1,1,1
3,386,1.0,1.0,1,0,1,0,0,0,1,1,1,1,1,1
3,387,0.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1
3,388,0.0,0.0,1,0,0,0,1,1,1,1,1,1,1,0
3,389,1.0,1.0,0,0,0,1,1,1,1,1,1,1,0,0
3,390,0.0,0.0,0,0,1,1,1,1,1,1,1,0,0,1
3,391,1.0,1.0,0,1,1,1,1,1,1,1,0,0,1,1
3,392,0.0,0.0,1,1,1,1,1,1,1,0,0,1,1,1
3,393,0.0,0.0,1,1,1,1,1,1,0,0,1,1,1,0
