spatial id,temporal id,Target (normal),Normal target,occurrence t-4,occurrence t-3,occurrence t-2,occurrence t-1,occurrence t
5,160,1.0,1.0,0,0,1,0,1
6,160,1.0,1.0,1,1,1,1,1
1,161,1.0,1.0,1,0,0,0,0
2,161,0.0,0.0,0,1,1,1,1
5,161,1.0,1.0,0,1,0,1,1
6,161,1.0,1.0,1,1,1,1,1
1,162,0.0,0.0,0,0,0,0,1
2,162,1.0,1.0,1,1,1,1,1
5,162,0.0,0.0,1,0,1,1,1
6,162,1.0,1.0,1,1,1,1,1
1,163,1.0,1.0,0,0,0,1,1
2,163,1.0,1.0,1,1,1,1,0
5,163,0.0,0.0,0,1,1,1,1
6,163,1.0,1.0,1,1,1,1,1
1,164,1.0,1.0,0,0,1,1,0
2,164,0.0,0.0,1,1,1,0,1
5,164,1.0,1.0,1,1,1,1,0
6,164,0.0,0.0,1,1,1,1,1
1,165,1.0,1.0,0,1,1,0,1
2,165,1.0,1.0,1,1,0,1,1
5,165,1.0,1.0,1,1,1,0,0
6,165,1.0,1.0,1,1,1,1,1
1,166,1.0,1.0,1,1,0,1,1
2,166,1.0,1.0,1,0,1,1,0
5,166,1.0,1.0,1,1,0,0,1
6,166,1.0,1.0,1,1,1,1,0
1,167,1.0,1.0,1,0,1,1,1
2,167,1.0,1.0,0,1,1,0,1
5,167,1.0,1.0,1,0,0,1,1
6,167,1.0,1.0,1,1,1,0,1
1,168,1.0,1.0,0,1,1,1,1
2,168,0.0,0.0,1,1,0,1,1
5,168,0.0,0.0,0,0,1,1,1
6,168,1.0,1.0,1,1,0,1,1
1,169,1.0,1.0,1,1,1,1,1
2,169,0.0,0.0,1,0,1,1,1
5,169,0.0,0.0,0,1,1,1,1
6,169,0.0,0.0,1,0,1,1,1
1,170,0.0,0.0,1,1,1,1,1
2,170,1.0,1.0,0,1,1,1,0
5,170,1.0,1.0,1,1,1,1,0
6,170,0.0,0.0,0,1,1,1,1
1,171,1.0,1.0,1,1,1,1,1
2,171,1.0,1.0,1,1,1,0,0
5,171,1.0,1.0,1,1,1,0,0
6,171,1.0,1.0,1,1,1,1,0
1,172,1.0,1.0,1,1,1,1,0
2,172,0.0,0.0,1,1,0,0,1
5,172,0.0,0.0,1,1,0,0,1
6,172,1.0,1.0,1,1,1,0,0
1,173,1.0,1.0,1,1,1,0,1
2,173,1.0,1.0,1,0,0,1,1
5,173,0.0,0.0,1,0,0,1,1
6,173,1.0,1.0,1,1,0,0,1
1,174,1.0,1.0,1,1,0,1,1
2,174,1.0,1.0,0,0,1,1,0
5,174,0.0,0.0,0,0,1,1,0
6,174,1.0,1.0,1,0,0,1,1
1,175,1.0,1.0,1,0,1,1,1
2,175,1.0,1.0,0,1,1,0,1
5,175,1.0,1.0,0,1,1,0,0
6,175,1.0,1.0,0,0,1,1,1
1,176,1.0,1.0,0,1,1,1,1
2,176,1.0,1.0,1,1,0,1,1
5,176,0.0,0.0,1,1,0,0,0
6,176,1.0,1.0,0,1,1,1,1
1,177,1.0,1.0,1,1,1,1,1
2,177,1.0,1.0,1,0,1,1,1
5,177,0.0,0.0,1,0,0,0,1
6,177,1.0,1.0,1,1,1,1,1
1,178,0.0,0.0,1,1,1,1,1
2,178,1.0,1.0,0,1,1,1,1
5,178,0.0,0.0,0,0,0,1,0
6,178,1.0,1.0,1,1,1,1,1
1,179,1.0,1.0,1,1,1,1,1
2,179,1.0,1.0,1,1,1,1,1
5,179,1.0,1.0,0,0,1,0,0
6,179,1.0,1.0,1,1,1,1,1
1,180,0.0,0.0,1,1,1,1,0
2,180,1.0,1.0,1,1,1,1,1
5,180,1.0,1.0,0,1,0,0,0
6,180,1.0,1.0,1,1,1,1,1
1,181,1.0,1.0,1,1,1,0,1
2,181,1.0,1.0,1,1,1,1,1
5,181,0.0,0.0,1,0,0,0,1
6,181,1.0,1.0,1,1,1,1,1
1,182,0.0,0.0,1,1,0,1,0
2,182,1.0,1.0,1,1,1,1,1
5,182,1.0,1.0,0,0,0,1,1
6,182,1.0,1.0,1,1,1,1,1
1,183,1.0,1.0,1,0,1,0,1
2,183,1.0,1.0,1,1,1,1,1
5,183,0.0,0.0,0,0,1,1,0
6,183,1.0,1.0,1,1,1,1,1
1,184,1.0,1.0,0,1,0,1,0
2,184,1.0,1.0,1,1,1,1,1
5,184,1.0,1.0,0,1,1,0,1
6,184,1.0,1.0,1,1,1,1,1
1,185,1.0,1.0,1,0,1,0,1
2,185,1.0,1.0,1,1,1,1,1
5,185,0.0,0.0,1,1,0,1,0
6,185,1.0,1.0,1,1,1,1,1
1,186,1.0,1.0,0,1,0,1,1
2,186,1.0,1.0,1,1,1,1,1
5,186,0.0,0.0,1,0,1,0,1
6,186,1.0,1.0,1,1,1,1,1
1,187,1.0,1.0,1,0,1,1,1
2,187,1.0,1.0,1,1,1,1,1
5,187,1.0,1.0,0,1,0,1,0
6,187,1.0,1.0,1,1,1,1,1
1,188,0.0,0.0,0,1,1,1,1
2,188,1.0,1.0,1,1,1,1,1
5,188,1.0,1.0,1,0,1,0,0
6,188,1.0,1.0,1,1,1,1,1
1,189,1.0,1.0,1,1,1,1,1
2,189,1.0,1.0,1,1,1,1,1
5,189,0.0,0.0,0,1,0,0,1
6,189,1.0,1.0,1,1,1,1,1
1,190,1.0,1.0,1,1,1,1,0
2,190,0.0,0.0,1,1,1,1,1
5,190,0.0,0.0,1,0,0,1,1
6,190,1.0,1.0,1,1,1,1,1
1,191,1.0,1.0,1,1,1,0,1
2,191,1.0,1.0,1,1,1,1,1
5,191,0.0,0.0,0,0,1,1,0
6,191,1.0,1.0,1,1,1,1,1
1,192,1.0,1.0,1,1,0,1,1
2,192,0.0,0.0,1,1,1,1,0
5,192,0.0,0.0,0,1,1,0,0
6,192,1.0,1.0,1,1,1,1,1
1,193,1.0,1.0,1,0,1,1,1
2,193,1.0,1.0,1,1,1,0,1
5,193,0.0,0.0,1,1,0,0,0
6,193,1.0,1.0,1,1,1,1,1
1,194,1.0,1.0,0,1,1,1,1
2,194,1.0,1.0,1,1,0,1,0
5,194,1.0,1.0,1,0,0,0,0
6,194,1.0,1.0,1,1,1,1,1
1,195,1.0,1.0,1,1,1,1,1
2,195,1.0,1.0,1,0,1,0,1
5,195,0.0,0.0,0,0,0,0,0
6,195,1.0,1.0,1,1,1,1,1
1,196,1.0,1.0,1,1,1,1,1
2,196,0.0,0.0,0,1,0,1,1
5,196,1.0,1.0,0,0,0,0,1
6,196,1.0,1.0,1,1,1,1,1
1,197,1.0,1.0,1,1,1,1,1
2,197,0.0,0.0,1,0,1,1,1
5,197,0.0,0.0,0,0,0,1,0
6,197,1.0,1.0,1,1,1,1,1
1,198,1.0,1.0,1,1,1,1,1
2,198,1.0,1.0,0,1,1,1,0
5,198,0.0,0.0,0,0,1,0,1
6,198,1.0,1.0,1,1,1,1,1
1,199,1.0,1.0,1,1,1,1,1
2,199,0.0,0.0,1,1,1,0,0
5,199,1.0,1.0,0,1,0,1,0
6,199,1.0,1.0,1,1,1,1,1
1,200,1.0,1.0,1,1,1,1,1
2,200,0.0,0.0,1,1,0,0,1
5,200,1.0,1.0,1,0,1,0,0
6,200,0.0,0.0,1,1,1,1,1
1,201,1.0,1.0,1,1,1,1,1
2,201,0.0,0.0,1,0,0,1,0
5,201,1.0,1.0,0,1,0,0,1
6,201,1.0,1.0,1,1,1,1,1
1,202,1.0,1.0,1,1,1,1,1
2,202,0.0,0.0,0,0,1,0,0
5,202,1.0,1.0,1,0,0,1,1
6,202,1.0,1.0,1,1,1,1,0
1,203,1.0,1.0,1,1,1,1,1
2,203,1.0,1.0,0,1,0,0,0
5,203,1.0,1.0,0,0,1,1,1
6,203,1.0,1.0,1,1,1,0,1
1,204,1.0,1.0,1,1,1,1,1
2,204,1.0,1.0,1,0,0,0,0
5,204,1.0,1.0,0,1,1,1,1
6,204,1.0,1.0,1,1,0,1,1
1,205,1.0,1.0,1,1,1,1,1
2,205,0.0,0.0,0,0,0,0,1
5,205,0.0,0.0,1,1,1,1,1
6,205,0.0,0.0,1,0,1,1,1
1,206,0.0,0.0,1,1,1,1,1
2,206,0.0,0.0,0,0,0,1,1
5,206,0.0,0.0,1,1,1,1,1
6,206,1.0,1.0,0,1,1,1,1
1,207,1.0,1.0,1,1,1,1,1
2,207,1.0,1.0,0,0,1,1,0
5,207,0.0,0.0,1,1,1,1,0
6,207,1.0,1.0,1,1,1,1,0
1,208,1.0,1.0,1,1,1,1,0
2,208,1.0,1.0,0,1,1,0,0
5,208,0.0,0.0,1,1,1,0,0
6,208,1.0,1.0,1,1,1,0,1
1,209,0.0,0.0,1,1,1,0,1
2,209,1.0,1.0,1,1,0,0,1
5,209,0.0,0.0,1,1,0,0,0
6,209,1.0,1.0,1,1,0,1,1
1,210,0.0,0.0,1,1,0,1,1
2,210,1.0,1.0,1,0,0,1,1
5,210,0.0,0.0,1,0,0,0,0
6,210,1.0,1.0,1,0,1,1,1
1,211,1.0,1.0,1,0,1,1,0
2,211,0.0,0.0,0,0,1,1,1
5,211,1.0,1.0,0,0,0,0,0
6,211,0.0,0.0,0,1,1,1,1
1,212,1.0,1.0,0,1,1,0,0
2,212,0.0,0.0,0,1,1,1,1
5,212,1.0,1.0,0,0,0,0,0
6,212,0.0,0.0,1,1,1,1,1
1,213,1.0,1.0,1,1,0,0,1
2,213,1.0,1.0,1,1,1,1,0
5,213,1.0,1.0,0,0,0,0,1
6,213,1.0,1.0,1,1,1,1,0
1,214,0.0,0.0,1,0,0,1,1
2,214,1.0,1.0,1,1,1,0,0
5,214,0.0,0.0,0,0,0,1,1
6,214,1.0,1.0,1,1,1,0,0
1,215,1.0,1.0,0,0,1,1,1
2,215,1.0,1.0,1,1,0,0,1
5,215,0.0,0.0,0,0,1,1,1
6,215,1.0,1.0,1,1,0,0,1
1,216,1.0,1.0,0,1,1,1,0
2,216,1.0,1.0,1,0,0,1,1
5,216,0.0,0.0,0,1,1,1,0
6,216,1.0,1.0,1,0,0,1,1
1,217,0.0,0.0,1,1,1,0,1
2,217,1.0,1.0,0,0,1,1,1
5,217,0.0,0.0,1,1,1,0,0
6,217,1.0,1.0,0,0,1,1,1
1,218,1.0,1.0,1,1,0,1,1
2,218,1.0,1.0,0,1,1,1,1
5,218,1.0,1.0,1,1,0,0,0
6,218,1.0,1.0,0,1,1,1,1
1,219,1.0,1.0,1,0,1,1,0
2,219,1.0,1.0,1,1,1,1,1
5,219,1.0,1.0,1,0,0,0,0
6,219,1.0,1.0,1,1,1,1,1
1,220,0.0,0.0,0,1,1,0,1
2,220,1.0,1.0,1,1,1,1,1
5,220,1.0,1.0,0,0,0,0,1
6,220,0.0,0.0,1,1,1,1,1
1,221,1.0,1.0,1,1,0,1,1
2,221,1.0,1.0,1,1,1,1,1
5,221,0.0,0.0,0,0,0,1,1
6,221,1.0,1.0,1,1,1,1,1
1,222,0.0,0.0,1,0,1,1,0
2,222,1.0,1.0,1,1,1,1,1
5,222,1.0,1.0,0,0,1,1,1
6,222,0.0,0.0,1,1,1,1,0
1,223,1.0,1.0,0,1,1,0,1
2,223,1.0,1.0,1,1,1,1,1
5,223,1.0,1.0,0,1,1,1,0
6,223,1.0,1.0,1,1,1,0,1
1,224,1.0,1.0,1,1,0,1,0
2,224,1.0,1.0,1,1,1,1,1
5,224,1.0,1.0,1,1,1,0,1
6,224,1.0,1.0,1,1,0,1,0
1,225,1.0,1.0,1,0,1,0,1
2,225,0.0,0.0,1,1,1,1,1
5,225,1.0,1.0,1,1,0,1,1
6,225,1.0,1.0,1,0,1,0,1
1,226,1.0,1.0,0,1,0,1,1
2,226,0.0,0.0,1,1,1,1,1
5,226,0.0,0.0,1,0,1,1,1
6,226,1.0,1.0,0,1,0,1,1
1,227,1.0,1.0,1,0,1,1,1
2,227,1.0,1.0,1,1,1,1,0
5,227,1.0,1.0,0,1,1,1,1
6,227,1.0,1.0,1,0,1,1,1
1,228,0.0,0.0,0,1,1,1,1
2,228,1.0,1.0,1,1,1,0,0
5,228,0.0,0.0,1,1,1,1,0
6,228,1.0,1.0,0,1,1,1,1
1,229,1.0,1.0,1,1,1,1,1
2,229,1.0,1.0,1,1,0,0,1
5,229,1.0,1.0,1,1,1,0,1
6,229,1.0,1.0,1,1,1,1,1
1,230,1.0,1.0,1,1,1,1,0
2,230,1.0,1.0,1,0,0,1,1
5,230,0.0,0.0,1,1,0,1,0
6,230,1.0,1.0,1,1,1,1,1
1,231,1.0,1.0,1,1,1,0,1
2,231,1.0,1.0,0,0,1,1,1
5,231,0.0,0.0,1,0,1,0,1
6,231,1.0,1.0,1,1,1,1,1
1,232,1.0,1.0,1,1,0,1,1
2,232,1.0,1.0,0,1,1,1,1
5,232,0.0,0.0,0,1,0,1,0
6,232,1.0,1.0,1,1,1,1,1
1,233,1.0,1.0,1,0,1,1,1
2,233,1.0,1.0,1,1,1,1,1
5,233,1.0,1.0,1,0,1,0,0
6,233,1.0,1.0,1,1,1,1,1
1,234,1.0,1.0,0,1,1,1,1
2,234,1.0,1.0,1,1,1,1,1
5,234,1.0,1.0,0,1,0,0,0
6,234,0.0,0.0,1,1,1,1,1
1,235,1.0,1.0,1,1,1,1,1
2,235,1.0,1.0,1,1,1,1,1
5,235,0.0,0.0,1,0,0,0,1
6,235,1.0,1.0,1,1,1,1,1
1,236,1.0,1.0,1,1,1,1,1
2,236,1.0,1.0,1,1,1,1,1
5,236,0.0,0.0,0,0,0,1,1
6,236,1.0,1.0,1,1,1,1,0
1,237,1.0,1.0,1,1,1,1,1
2,237,1.0,1.0,1,1,1,1,1
5,237,1.0,1.0,0,0,1,1,0
6,237,1.0,1.0,1,1,1,0,1
1,238,0.0,0.0,1,1,1,1,1
2,238,1.0,1.0,1,1,1,1,1
5,238,1.0,1.0,0,1,1,0,0
6,238,1.0,1.0,1,1,0,1,1
1,239,1.0,1.0,1,1,1,1,1
2,239,0.0,0.0,1,1,1,1,1
5,239,1.0,1.0,1,1,0,0,1
6,239,1.0,1.0,1,0,1,1,1
1,240,1.0,1.0,1,1,1,1,0
2,240,1.0,1.0,1,1,1,1,1
5,240,1.0,1.0,1,0,0,1,1
6,240,1.0,1.0,0,1,1,1,1
1,241,1.0,1.0,1,1,1,0,1
2,241,0.0,0.0,1,1,1,1,0
5,241,1.0,1.0,0,0,1,1,1
6,241,1.0,1.0,1,1,1,1,1
1,242,1.0,1.0,1,1,0,1,1
2,242,1.0,1.0,1,1,1,0,1
5,242,1.0,1.0,0,1,1,1,1
6,242,1.0,1.0,1,1,1,1,1
1,243,1.0,1.0,1,0,1,1,1
2,243,1.0,1.0,1,1,0,1,0
5,243,0.0,0.0,1,1,1,1,1
6,243,1.0,1.0,1,1,1,1,1
1,244,1.0,1.0,0,1,1,1,1
2,244,1.0,1.0,1,0,1,0,1
5,244,0.0,0.0,1,1,1,1,1
6,244,1.0,1.0,1,1,1,1,1
1,245,0.0,0.0,1,1,1,1,1
2,245,1.0,1.0,0,1,0,1,1
5,245,0.0,0.0,1,1,1,1,0
6,245,1.0,1.0,1,1,1,1,1
1,246,1.0,1.0,1,1,1,1,1
2,246,1.0,1.0,1,0,1,1,1
5,246,1.0,1.0,1,1,1,0,0
6,246,1.0,1.0,1,1,1,1,1
1,247,0.0,0.0,1,1,1,1,0
2,247,1.0,1.0,0,1,1,1,1
5,247,0.0,0.0,1,1,0,0,0
6,247,1.0,1.0,1,1,1,1,1
1,248,1.0,1.0,1,1,1,0,1
2,248,1.0,1.0,1,1,1,1,1
5,248,0.0,0.0,1,0,0,0,1
6,248,1.0,1.0,1,1,1,1,1
1,249,1.0,1.0,1,1,0,1,0
2,249,1.0,1.0,1,1,1,1,1
5,249,0.0,0.0,0,0,0,1,0
6,249,1.0,1.0,1,1,1,1,1
1,250,1.0,1.0,1,0,1,0,1
2,250,1.0,1.0,1,1,1,1,1
5,250,1.0,1.0,0,0,1,0,0
6,250,1.0,1.0,1,1,1,1,1
1,251,1.0,1.0,0,1,0,1,1
2,251,1.0,1.0,1,1,1,1,1
5,251,0.0,0.0,0,1,0,0,0
6,251,1.0,1.0,1,1,1,1,1
1,252,0.0,0.0,1,0,1,1,1
2,252,1.0,1.0,1,1,1,1,1
5,252,0.0,0.0,1,0,0,0,1
6,252,1.0,1.0,1,1,1,1,1
1,253,1.0,1.0,0,1,1,1,1
2,253,0.0,0.0,1,1,1,1,1
5,253,1.0,1.0,0,0,0,1,0
6,253,1.0,1.0,1,1,1,1,1
1,254,1.0,1.0,1,1,1,1,0
2,254,0.0,0.0,1,1,1,1,1
5,254,1.0,1.0,0,0,1,0,0
6,254,1.0,1.0,1,1,1,1,1
1,255,0.0,0.0,1,1,1,0,1
2,255,1.0,1.0,1,1,1,1,0
5,255,1.0,1.0,0,1,0,0,1
6,255,1.0,1.0,1,1,1,1,1
1,256,1.0,1.0,1,1,0,1,1
2,256,1.0,1.0,1,1,1,0,0
5,256,0.0,0.0,1,0,0,1,1
6,256,1.0,1.0,1,1,1,1,1
1,257,0.0,0.0,1,0,1,1,0
2,257,1.0,1.0,1,1,0,0,1
5,257,1.0,1.0,0,0,1,1,1
6,257,1.0,1.0,1,1,1,1,1
1,258,1.0,1.0,0,1,1,0,1
2,258,1.0,1.0,1,0,0,1,1
5,258,1.0,1.0,0,1,1,1,0
6,258,1.0,1.0,1,1,1,1,1
1,259,1.0,1.0,1,1,0,1,0
2,259,1.0,1.0,0,0,1,1,1
5,259,1.0,1.0,1,1,1,0,1
6,259,1.0,1.0,1,1,1,1,1
1,260,0.0,0.0,1,0,1,0,1
2,260,0.0,0.0,0,1,1,1,1
5,260,1.0,1.0,1,1,0,1,1
6,260,1.0,1.0,1,1,1,1,1
1,261,0.0,0.0,0,1,0,1,1
2,261,1.0,1.0,1,1,1,1,1
5,261,0.0,0.0,1,0,1,1,1
6,261,1.0,1.0,1,1,1,1,1
1,262,0.0,0.0,1,0,1,1,0
2,262,1.0,1.0,1,1,1,1,0
5,262,0.0,0.0,0,1,1,1,1
6,262,1.0,1.0,1,1,1,1,1
1,263,1.0,1.0,0,1,1,0,0
2,263,0.0,0.0,1,1,1,0,1
5,263,1.0,1.0,1,1,1,1,0
6,263,1.0,1.0,1,1,1,1,1
1,264,1.0,1.0,1,1,0,0,0
2,264,1.0,1.0,1,1,0,1,1
5,264,1.0,1.0,1,1,1,0,0
6,264,1.0,1.0,1,1,1,1,1
1,265,0.0,0.0,1,0,0,0,1
2,265,1.0,1.0,1,0,1,1,0
5,265,0.0,0.0,1,1,0,0,1
6,265,1.0,1.0,1,1,1,1,1
1,266,1.0,1.0,0,0,0,1,1
2,266,0.0,0.0,0,1,1,0,1
5,266,1.0,1.0,1,0,0,1,1
6,266,1.0,1.0,1,1,1,1,1
1,267,0.0,0.0,0,0,1,1,0
2,267,1.0,1.0,1,1,0,1,1
5,267,1.0,1.0,0,0,1,1,0
6,267,1.0,1.0,1,1,1,1,1
1,268,1.0,1.0,0,1,1,0,1
2,268,1.0,1.0,1,0,1,1,0
5,268,1.0,1.0,0,1,1,0,1
6,268,1.0,1.0,1,1,1,1,1
1,269,0.0,0.0,1,1,0,1,0
2,269,1.0,1.0,0,1,1,0,1
5,269,0.0,0.0,1,1,0,1,1
6,269,1.0,1.0,1,1,1,1,1
1,270,1.0,1.0,1,0,1,0,1
2,270,1.0,1.0,1,1,0,1,1
5,270,1.0,1.0,1,0,1,1,1
6,270,1.0,1.0,1,1,1,1,1
1,271,0.0,0.0,0,1,0,1,0
2,271,0.0,0.0,1,0,1,1,1
5,271,1.0,1.0,0,1,1,1,0
6,271,1.0,1.0,1,1,1,1,1
1,272,1.0,1.0,1,0,1,0,1
2,272,1.0,1.0,0,1,1,1,1
5,272,0.0,0.0,1,1,1,0,1
6,272,1.0,1.0,1,1,1,1,1
1,273,0.0,0.0,0,1,0,1,0
2,273,0.0,0.0,1,1,1,1,0
5,273,0.0,0.0,1,1,0,1,1
6,273,1.0,1.0,1,1,1,1,1
1,274,0.0,0.0,1,0,1,0,1
2,274,0.0,0.0,1,1,1,0,1
5,274,1.0,1.0,1,0,1,1,0
6,274,1.0,1.0,1,1,1,1,1
1,275,1.0,1.0,0,1,0,1,0
2,275,1.0,1.0,1,1,0,1,0
5,275,1.0,1.0,0,1,1,0,0
6,275,0.0,0.0,1,1,1,1,1
1,276,1.0,1.0,1,0,1,0,0
2,276,0.0,0.0,1,0,1,0,0
5,276,1.0,1.0,1,1,0,0,1
6,276,1.0,1.0,1,1,1,1,1
1,277,1.0,1.0,0,1,0,0,1
2,277,0.0,0.0,0,1,0,0,1
5,277,0.0,0.0,1,0,0,1,1
6,277,1.0,1.0,1,1,1,1,0
1,278,1.0,1.0,1,0,0,1,1
2,278,1.0,1.0,1,0,0,1,0
5,278,1.0,1.0,0,0,1,1,1
6,278,1.0,1.0,1,1,1,0,1
1,279,0.0,0.0,0,0,1,1,1
2,279,1.0,1.0,0,0,1,0,0
5,279,1.0,1.0,0,1,1,1,0
6,279,1.0,1.0,1,1,0,1,1
1,280,0.0,0.0,0,1,1,1,1
2,280,1.0,1.0,0,1,0,0,1
5,280,0.0,0.0,1,1,1,0,1
6,280,1.0,1.0,1,0,1,1,1
1,281,0.0,0.0,1,1,1,1,0
2,281,0.0,0.0,1,0,0,1,1
5,281,1.0,1.0,1,1,0,1,1
6,281,1.0,1.0,0,1,1,1,1
1,282,1.0,1.0,1,1,1,0,0
2,282,0.0,0.0,0,0,1,1,1
5,282,1.0,1.0,1,0,1,1,0
6,282,1.0,1.0,1,1,1,1,1
1,283,0.0,0.0,1,1,0,0,0
2,283,0.0,0.0,0,1,1,1,0
5,283,1.0,1.0,0,1,1,0,1
6,283,1.0,1.0,1,1,1,1,1
1,284,1.0,1.0,1,0,0,0,1
2,284,1.0,1.0,1,1,1,0,0
5,284,1.0,1.0,1,1,0,1,1
6,284,1.0,1.0,1,1,1,1,1
1,285,1.0,1.0,0,0,0,1,0
2,285,0.0,0.0,1,1,0,0,0
5,285,1.0,1.0,1,0,1,1,1
6,285,1.0,1.0,1,1,1,1,1
1,286,1.0,1.0,0,0,1,0,1
2,286,0.0,0.0,1,0,0,0,1
5,286,1.0,1.0,0,1,1,1,1
6,286,1.0,1.0,1,1,1,1,1
1,287,1.0,1.0,0,1,0,1,1
2,287,1.0,1.0,0,0,0,1,0
5,287,1.0,1.0,1,1,1,1,1
6,287,1.0,1.0,1,1,1,1,1
1,288,1.0,1.0,1,0,1,1,1
2,288,1.0,1.0,0,0,1,0,0
5,288,0.0,0.0,1,1,1,1,1
6,288,1.0,1.0,1,1,1,1,1
1,289,0.0,0.0,0,1,1,1,1
2,289,1.0,1.0,0,1,0,0,1
5,289,0.0,0.0,1,1,1,1,1
6,289,1.0,1.0,1,1,1,1,1
1,290,1.0,1.0,1,1,1,1,1
2,290,1.0,1.0,1,0,0,1,1
5,290,0.0,0.0,1,1,1,1,0
6,290,1.0,1.0,1,1,1,1,1
1,291,1.0,1.0,1,1,1,1,0
2,291,1.0,1.0,0,0,1,1,1
5,291,1.0,1.0,1,1,1,0,0
6,291,1.0,1.0,1,1,1,1,1
1,292,1.0,1.0,1,1,1,0,1
2,292,1.0,1.0,0,1,1,1,1
5,292,1.0,1.0,1,1,0,0,0
6,292,0.0,0.0,1,1,1,1,1
1,293,1.0,1.0,1,1,0,1,1
2,293,0.0,0.0,1,1,1,1,1
5,293,0.0,0.0,1,0,0,0,1
6,293,1.0,1.0,1,1,1,1,1
1,294,1.0,1.0,1,0,1,1,1
2,294,1.0,1.0,1,1,1,1,1
5,294,0.0,0.0,0,0,0,1,1
6,294,1.0,1.0,1,1,1,1,0
1,295,1.0,1.0,0,1,1,1,1
2,295,1.0,1.0,1,1,1,1,0
5,295,0.0,0.0,0,0,1,1,0
6,295,1.0,1.0,1,1,1,0,1
1,296,1.0,1.0,1,1,1,1,1
2,296,1.0,1.0,1,1,1,0,1
5,296,1.0,1.0,0,1,1,0,0
6,296,1.0,1.0,1,1,0,1,1
1,297,1.0,1.0,1,1,1,1,1
2,297,0.0,0.0,1,1,0,1,1
5,297,1.0,1.0,1,1,0,0,0
6,297,1.0,1.0,1,0,1,1,1
1,298,1.0,1.0,1,1,1,1,1
2,298,0.0,0.0,1,0,1,1,1
5,298,1.0,1.0,1,0,0,0,1
6,298,1.0,1.0,0,1,1,1,1
1,299,0.0,0.0,1,1,1,1,1
2,299,1.0,1.0,0,1,1,1,0
5,299,0.0,0.0,0,0,0,1,1
6,299,1.0,1.0,1,1,1,1,1
1,300,0.0,0.0,1,1,1,1,1
2,300,1.0,1.0,1,1,1,0,0
5,300,1.0,1.0,0,0,1,1,1
6,300,1.0,1.0,1,1,1,1,1
1,301,1.0,1.0,1,1,1,1,0
2,301,1.0,1.0,1,1,0,0,1
5,301,1.0,1.0,0,1,1,1,0
6,301,1.0,1.0,1,1,1,1,1
1,302,0.0,0.0,1,1,1,0,0
2,302,1.0,1.0,1,0,0,1,1
5,302,1.0,1.0,1,1,1,0,1
6,302,1.0,1.0,1,1,1,1,1
1,303,1.0,1.0,1,1,0,0,1
2,303,1.0,1.0,0,0,1,1,1
5,303,1.0,1.0,1,1,0,1,1
6,303,1.0,1.0,1,1,1,1,1
1,304,0.0,0.0,1,0,0,1,0
2,304,1.0,1.0,0,1,1,1,1
5,304,0.0,0.0,1,0,1,1,1
6,304,1.0,1.0,1,1,1,1,1
1,305,0.0,0.0,0,0,1,0,1
2,305,1.0,1.0,1,1,1,1,1
5,305,0.0,0.0,0,1,1,1,1
6,305,1.0,1.0,1,1,1,1,1
1,306,0.0,0.0,0,1,0,1,0
2,306,1.0,1.0,1,1,1,1,1
5,306,1.0,1.0,1,1,1,1,0
6,306,1.0,1.0,1,1,1,1,1
1,307,1.0,1.0,1,0,1,0,0
2,307,1.0,1.0,1,1,1,1,1
5,307,0.0,0.0,1,1,1,0,0
6,307,1.0,1.0,1,1,1,1,1
1,308,1.0,1.0,0,1,0,0,0
2,308,1.0,1.0,1,1,1,1,1
5,308,0.0,0.0,1,1,0,0,1
6,308,1.0,1.0,1,1,1,1,1
1,309,0.0,0.0,1,0,0,0,1
2,309,1.0,1.0,1,1,1,1,1
5,309,1.0,1.0,1,0,0,1,0
6,309,1.0,1.0,1,1,1,1,1
1,310,0.0,0.0,0,0,0,1,1
2,310,1.0,1.0,1,1,1,1,1
5,310,0.0,0.0,0,0,1,0,0
6,310,1.0,1.0,1,1,1,1,1
1,311,0.0,0.0,0,0,1,1,0
2,311,0.0,0.0,1,1,1,1,1
5,311,0.0,0.0,0,1,0,0,1
6,311,1.0,1.0,1,1,1,1,1
1,312,1.0,1.0,0,1,1,0,0
2,312,1.0,1.0,1,1,1,1,1
5,312,1.0,1.0,1,0,0,1,0
6,312,1.0,1.0,1,1,1,1,1
1,313,1.0,1.0,1,1,0,0,0
2,313,1.0,1.0,1,1,1,1,0
5,313,1.0,1.0,0,0,1,0,0
6,313,1.0,1.0,1,1,1,1,1
1,314,1.0,1.0,1,0,0,0,1
2,314,1.0,1.0,1,1,1,0,1
5,314,1.0,1.0,0,1,0,0,1
6,314,1.0,1.0,1,1,1,1,1
1,315,1.0,1.0,0,0,0,1,1
2,315,1.0,1.0,1,1,0,1,1
5,315,1.0,1.0,1,0,0,1,1
6,315,1.0,1.0,1,1,1,1,1
1,316,1.0,1.0,0,0,1,1,1
2,316,1.0,1.0,1,0,1,1,1
5,316,0.0,0.0,0,0,1,1,1
6,316,1.0,1.0,1,1,1,1,1
1,317,1.0,1.0,0,1,1,1,1
2,317,1.0,1.0,0,1,1,1,1
5,317,1.0,1.0,0,1,1,1,1
6,317,1.0,1.0,1,1,1,1,1
1,318,0.0,0.0,1,1,1,1,1
2,318,1.0,1.0,1,1,1,1,1
5,318,1.0,1.0,1,1,1,1,0
