spatial id,temporal id,Target (normal),Normal target,occurrence t
3,99,0.0,0.0,1
3,100,1.0,1.0,1
3,101,0.0,0.0,1
3,102,1.0,1.0,0
3,103,0.0,0.0,1
3,104,0.0,0.0,0
3,105,1.0,1.0,1
3,106,0.0,0.0,0
3,107,1.0,1.0,0
3,108,0.0,0.0,1
3,109,0.0,0.0,0
3,110,0.0,0.0,1
3,111,0.0,0.0,0
3,112,0.0,0.0,0
3,113,1.0,1.0,0
3,114,0.0,0.0,0
3,115,0.0,0.0,0
3,116,0.0,0.0,1
3,117,1.0,1.0,0
3,118,1.0,1.0,0
3,119,0.0,0.0,0
3,120,0.0,0.0,1
3,121,0.0,0.0,1
3,122,0.0,0.0,0
3,123,0.0,0.0,0
3,124,0.0,0.0,0
3,125,0.0,0.0,0
3,126,1.0,1.0,0
3,127,0.0,0.0,0
3,128,0.0,0.0,0
3,129,1.0,1.0,1
3,130,0.0,0.0,0
3,131,1.0,1.0,0
3,132,0.0,0.0,1
3,133,0.0,0.0,0
3,134,1.0,1.0,1
3,135,0.0,0.0,0
3,136,0.0,0.0,0
3,137,0.0,0.0,1
3,138,0.0,0.0,0
3,139,0.0,0.0,0
3,140,0.0,0.0,0
3,141,0.0,0.0,0
3,142,1.0,1.0,0
3,143,0.0,0.0,0
3,144,1.0,1.0,0
3,145,0.0,0.0,1
3,146,0.0,0.0,0
3,147,0.0,0.0,1
3,148,1.0,1.0,0
3,149,1.0,1.0,0
3,150,1.0,1.0,0
3,151,0.0,0.0,1
3,152,0.0,0.0,1
3,153,0.0,0.0,1
3,154,0.0,0.0,0
3,155,1.0,1.0,0
3,156,0.0,0.0,0
3,157,0.0,0.0,0
3,158,0.0,0.0,1
3,159,0.0,0.0,0
3,160,1.0,1.0,0
3,161,0.0,0.0,0
3,162,1.0,1.0,0
3,163,1.0,1.0,1
3,164,1.0,1.0,0
3,165,1.0,1.0,1
3,166,1.0,1.0,1
3,167,1.0,1.0,1
3,168,1.0,1.0,1
3,169,0.0,0.0,1
3,170,0.0,0.0,1
3,171,1.0,1.0,1
3,172,1.0,1.0,0
3,173,1.0,1.0,0
3,174,0.0,0.0,1
3,175,0.0,0.0,1
3,176,0.0,0.0,1
3,177,1.0,1.0,0
3,178,0.0,0.0,0
3,179,1.0,1.0,0
3,180,0.0,0.0,1
3,181,0.0,0.0,0
3,182,0.0,0.0,1
3,183,0.0,0.0,0
3,184,1.0,1.0,0
3,185,0.0,0.0,0
3,186,0.0,0.0,0
3,187,0.0,0.0,1
3,188,1.0,1.0,0
3,189,0.0,0.0,0
3,190,1.0,1.0,0
3,191,0.0,0.0,1
3,192,1.0,1.0,0
3,193,1.0,1.0,1
3,194,0.0,0.0,0
3,195,0.0,0.0,1
3,196,0.0,0.0,1
3,197,0.0,0.0,0
3,198,0.0,0.0,0
3,199,1.0,1.0,0
3,200,0.0,0.0,0
3,201,0.0,0.0,0
3,202,0.0,0.0,1
3,203,0.0,0.0,0
3,204,0.0,0.0,0
3,205,1.0,1.0,0
3,206,1.0,1.0,0
3,207,1.0,1.0,0
3,208,0.0,0.0,1
3,209,1.0,1.0,1
3,210,0.0,0.0,1
3,211,1.0,1.0,0
3,212,0.0,0.0,1
3,213,1.0,1.0,0
3,214,0.0,0.0,1
3,215,1.0,1.0,0
3,216,1.0,1.0,1
3,217,0.0,0.0,0
3,218,1.0,1.0,1
3,219,0.0,0.0,1
3,220,0.0,0.0,0
3,221,1.0,1.0,1
3,222,0.0,0.0,0
3,223,0.0,0.0,0
3,224,0.0,0.0,1
3,225,1.0,1.0,0
3,226,1.0,1.0,0
3,227,0.0,0.0,0
3,228,1.0,1.0,1
3,229,1.0,1.0,1
3,230,1.0,1.0,0
3,231,0.0,0.0,1
3,232,0.0,0.0,1
3,233,0.0,0.0,1
3,234,0.0,0.0,0
3,235,0.0,0.0,0
3,236,0.0,0.0,0
3,237,0.0,0.0,0
3,238,0.0,0.0,0
3,239,0.0,0.0,0
3,240,0.0,0.0,0
3,241,1.0,1.0,0
3,242,0.0,0.0,0
3,243,0.0,0.0,0
3,244,1.0,1.0,1
3,245,1.0,1.0,0
3,246,0.0,0.0,0
3,247,0.0,0.0,1
3,248,1.0,1.0,1
3,249,0.0,0.0,0
3,250,0.0,0.0,0
3,251,1.0,1.0,1
3,252,0.0,0.0,0
3,253,1.0,1.0,0
3,254,0.0,0.0,1
3,255,0.0,0.0,0
3,256,1.0,1.0,1
3,257,1.0,1.0,0
3,258,1.0,1.0,0
3,259,0.0,0.0,1
3,260,1.0,1.0,1
3,261,1.0,1.0,1
3,262,1.0,1.0,0
3,263,1.0,1.0,1
3,264,1.0,1.0,1
3,265,0.0,0.0,1
3,266,0.0,0.0,1
3,267,1.0,1.0,1
3,268,0.0,0.0,0
3,269,1.0,1.0,0
3,270,0.0,0.0,1
3,271,0.0,0.0,0
3,272,0.0,0.0,1
3,273,0.0,0.0,0
3,274,1.0,1.0,0
3,275,0.0,0.0,0
3,276,0.0,0.0,0
3,277,1.0,1.0,1
3,278,1.0,1.0,0
3,279,0.0,0.0,0
3,280,0.0,0.0,1
3,281,1.0,1.0,1
3,282,0.0,0.0,0
3,283,0.0,0.0,0
3,284,0.0,0.0,1
3,285,1.0,1.0,0
3,286,0.0,0.0,0
3,287,0.0,0.0,0
3,288,1.0,1.0,1
3,289,0.0,0.0,0
3,290,0.0,0.0,0
3,291,1.0,1.0,1
3,292,1.0,1.0,0
3,293,1.0,1.0,0
3,294,1.0,1.0,1
3,295,0.0,0.0,1
3,296,1.0,1.0,1
3,297,0.0,0.0,1
3,298,0.0,0.0,0
3,299,0.0,0.0,1
3,300,1.0,1.0,0
3,301,1.0,1.0,0
3,302,0.0,0.0,0
3,303,0.0,0.0,1
3,304,1.0,1.0,1
3,305,0.0,0.0,0
3,306,1.0,1.0,0
3,307,0.0,0.0,1
3,308,0.0,0.0,0
3,309,0.0,0.0,1
3,310,0.0,0.0,0
3,311,0.0,0.0,0
3,312,0.0,0.0,0
3,313,1.0,1.0,0
3,314,1.0,1.0,0
3,315,1.0,1.0,0
3,316,1.0,1.0,1
3,317,1.0,1.0,1
3,318,0.0,0.0,1
3,319,1.0,1.0,1
3,320,0.0,0.0,1
3,321,1.0,1.0,0
3,322,1.0,1.0,1
3,323,0.0,0.0,0
3,324,1.0,1.0,1
3,325,1.0,1.0,1
3,326,0.0,0.0,0
3,327,0.0,0.0,1
3,328,0.0,0.0,1
3,329,1.0,1.0,0
3,330,0.0,0.0,0
3,331,1.0,1.0,0
3,332,1.0,1.0,1
3,333,1.0,1.0,0
3,334,0.0,0.0,1
3,335,0.0,0.0,1
3,336,1.0,1.0,1
3,337,1.0,1.0,0
3,338,0.0,0.0,0
3,339,1.0,1.0,1
3,340,1.0,1.0,1
3,341,0.0,0.0,0
3,342,0.0,0.0,1
3,343,1.0,1.0,1
3,344,1.0,1.0,0
3,345,0.0,0.0,0
3,346,1.0,1.0,1
3,347,0.0,0.0,1
3,348,0.0,0.0,0
3,349,1.0,1.0,1
3,350,0.0,0.0,0
3,351,1.0,1.0,0
3,352,1.0,1.0,1
3,353,1.0,1.0,0
3,354,0.0,0.0,1
3,355,1.0,1.0,1
3,356,1.0,1.0,1
3,357,1.0,1.0,0
3,358,1.0,1.0,1
3,359,1.0,1.0,1
3,360,1.0,1.0,1
3,361,1.0,1.0,1
3,362,0.0,0.0,1
3,363,1.0,1.0,1
3,364,1.0,1.0,1
3,365,1.0,1.0,0
3,366,0.0,0.0,1
3,367,1.0,1.0,1
3,368,0.0,0.0,1
3,369,1.0,1.0,0
3,370,1.0,1.0,1
3,371,1.0,1.0,0
3,372,1.0,1.0,1
3,373,0.0,0.0,1
3,374,1.0,1.0,1
3,375,0.0,0.0,1
3,376,0.0,0.0,0
3,377,0.0,0.0,1
3,378,1.0,1.0,0
3,379,1.0,1.0,0
3,380,1.0,1.0,0
3,381,1.0,1.0,1
3,382,1.0,1.0,1
3,383,1.0,1.0,1
3,384,1.0,1.0,1
3,385,0.0,0.0,1
3,386,0.0,0.0,1
3,387,1.0,1.0,1
3,388,1.0,1.0,0
3,389,1.0,1.0,0
3,390,0.0,0.0,1
3,391,0.0,0.0,1
3,392,1.0,1.0,1
3,393,1.0,1.0,0
3,394,0.0,0.0,0
3,395,0.0,0.0,1
3,396,1.0,1.0,1
3,397,0.0,0.0,0
3,398,1.0,1.0,0
3,399,0.0,0.0,1
3,400,0.0,0.0,0
3,401,0.0,0.0,1
3,402,0.0,0.0,0
3,403,0.0,0.0,0
3,404,0.0,0.0,0
3,405,0.0,0.0,0
3,406,1.0,1.0,0
3,407,0.0,0.0,0
3,408,0.0,0.0,0
3,409,0.0,0.0,1
3,410,0.0,0.0,0
3,411,0.0,0.0,0
3,412,1.0,1.0,0
3,413,0.0,0.0,0
3,414,0.0,0.0,0
3,415,1.0,1.0,1
3,416,0.0,0.0,0
3,417,0.0,0.0,0
3,418,0.0,0.0,1
3,419,1.0,1.0,0
3,420,1.0,1.0,0
3,421,0.0,0.0,0
3,422,0.0,0.0,1
3,423,1.0,1.0,1
3,424,1.0,1.0,0
3,425,1.0,1.0,0
3,426,1.0,1.0,1
3,427,1.0,1.0,1
3,428,1.0,1.0,1
3,429,0.0,0.0,1
3,430,0.0,0.0,1
3,431,0.0,0.0,1
3,432,0.0,0.0,0
3,433,1.0,1.0,0
3,434,1.0,1.0,0
3,435,1.0,1.0,0
3,436,1.0,1.0,1
3,437,0.0,0.0,1
3,438,0.0,0.0,1
3,439,0.0,0.0,1
3,440,1.0,1.0,0
3,441,1.0,1.0,0
3,442,0.0,0.0,0
3,443,0.0,0.0,1
3,444,0.0,0.0,1
3,445,1.0,1.0,0
3,446,1.0,1.0,0
3,447,0.0,0.0,0
3,448,1.0,1.0,1
3,449,1.0,1.0,1
3,450,0.0,0.0,0
3,451,1.0,1.0,1
3,452,0.0,0.0,1
3,453,1.0,1.0,0
3,454,0.0,0.0,1
3,455,0.0,0.0,0
3,456,0.0,0.0,1
3,457,1.0,1.0,0
3,458,1.0,1.0,0
3,459,1.0,1.0,0
3,460,1.0,1.0,1
3,461,0.0,0.0,1
3,462,1.0,1.0,1
3,463,0.0,0.0,1
3,464,1.0,1.0,0
3,465,0.0,0.0,1
3,466,1.0,1.0,0
3,467,1.0,1.0,1
3,468,1.0,1.0,0
3,469,0.0,0.0,1
3,470,1.0,1.0,1
3,471,0.0,0.0,1
3,472,0.0,0.0,0
3,473,1.0,1.0,1
3,474,0.0,0.0,0
3,475,0.0,0.0,0
3,476,1.0,1.0,1
3,477,1.0,1.0,0
3,478,0.0,0.0,0
3,479,0.0,0.0,1
3,480,0.0,0.0,1
3,481,0.0,0.0,0
3,482,1.0,1.0,0
3,483,1.0,1.0,0
3,484,0.0,0.0,0
3,485,1.0,1.0,1
3,486,0.0,0.0,1
3,487,0.0,0.0,0
3,488,1.0,1.0,1
3,489,0.0,0.0,0
3,490,1.0,1.0,0
3,491,1.0,1.0,1
3,492,0.0,0.0,0
3,493,0.0,0.0,1
3,494,0.0,0.0,1
3,495,1.0,1.0,0
3,496,0.0,0.0,0
3,497,0.0,0.0,0
3,498,1.0,1.0,1
3,499,0.0,0.0,0
3,500,0.0,0.0,0
3,501,1.0,1.0,1
3,502,0.0,0.0,0
3,503,1.0,1.0,0
3,504,1.0,1.0,1
3,505,0.0,0.0,0
3,506,0.0,0.0,1
3,507,0.0,0.0,1
3,508,0.0,0.0,0
3,509,0.0,0.0,0
3,510,0.0,0.0,0
3,511,0.0,0.0,0
3,512,0.0,0.0,0
3,513,0.0,0.0,0
3,514,1.0,1.0,0
3,515,1.0,1.0,0
3,516,0.0,0.0,0
3,517,1.0,1.0,1
3,518,1.0,1.0,1
3,519,0.0,0.0,0
3,520,0.0,0.0,1
3,521,1.0,1.0,1
3,522,1.0,1.0,0
3,523,1.0,1.0,0
3,524,0.0,0.0,1
3,525,0.0,0.0,1
3,526,1.0,1.0,1
3,527,0.0,0.0,0
3,528,0.0,0.0,0
3,529,0.0,0.0,1
3,530,1.0,1.0,0
3,531,0.0,0.0,0
3,532,1.0,1.0,0
3,533,1.0,1.0,1
3,534,1.0,1.0,0
3,535,0.0,0.0,1
3,536,0.0,0.0,1
3,537,1.0,1.0,1
3,538,0.0,0.0,0
3,539,0.0,0.0,0
3,540,0.0,0.0,1
3,541,0.0,0.0,0
3,542,0.0,0.0,0
3,543,1.0,1.0,0
3,544,0.0,0.0,0
3,545,0.0,0.0,0
3,546,1.0,1.0,1
3,547,1.0,1.0,0
3,548,1.0,1.0,0
3,549,1.0,1.0,1
3,550,1.0,1.0,1
3,551,1.0,1.0,1
3,552,0.0,0.0,1
3,553,1.0,1.0,1
3,554,0.0,0.0,1
3,555,1.0,1.0,0
3,556,1.0,1.0,1
3,557,0.0,0.0,0
3,558,1.0,1.0,1
3,559,1.0,1.0,1
3,560,1.0,1.0,0
3,561,0.0,0.0,1
3,562,1.0,1.0,1
3,563,0.0,0.0,1
3,564,1.0,1.0,0
3,565,0.0,0.0,1
3,566,1.0,1.0,0
3,567,0.0,0.0,1
3,568,0.0,0.0,0
3,569,0.0,0.0,1
3,570,1.0,1.0,0
3,571,0.0,0.0,0
3,572,1.0,1.0,0
3,573,0.0,0.0,1
3,574,0.0,0.0,0
3,575,0.0,0.0,1
3,576,1.0,1.0,0
3,577,1.0,1.0,0
3,578,0.0,0.0,0
3,579,0.0,0.0,1
3,580,1.0,1.0,1
3,581,1.0,1.0,0
3,582,1.0,1.0,0
3,583,1.0,1.0,1
3,584,1.0,1.0,1
3,585,1.0,1.0,1
3,586,1.0,1.0,1
3,587,1.0,1.0,1
3,588,1.0,1.0,1
3,589,1.0,1.0,1
3,590,1.0,1.0,1
3,591,0.0,0.0,1
3,592,0.0,0.0,1
3,593,1.0,1.0,1
3,594,1.0,1.0,0
3,595,0.0,0.0,0
3,596,0.0,0.0,1
3,597,1.0,1.0,1
3,598,0.0,0.0,0
3,599,1.0,1.0,0
3,600,1.0,1.0,1
3,601,0.0,0.0,0
3,602,1.0,1.0,1
3,603,1.0,1.0,1
3,604,0.0,0.0,0
3,605,0.0,0.0,1
3,606,1.0,1.0,1
3,607,1.0,1.0,0
3,608,1.0,1.0,0
3,609,0.0,0.0,1
3,610,0.0,0.0,1
3,611,1.0,1.0,1
3,612,1.0,1.0,0
3,613,0.0,0.0,0
3,614,0.0,0.0,1
3,615,0.0,0.0,1
3,616,1.0,1.0,0
3,617,0.0,0.0,0
3,618,1.0,1.0,0
3,619,1.0,1.0,1
3,620,0.0,0.0,0
3,621,1.0,1.0,1
3,622,1.0,1.0,1
3,623,1.0,1.0,0
3,624,1.0,1.0,1
3,625,0.0,0.0,1
3,626,0.0,0.0,1
3,627,0.0,0.0,1
3,628,1.0,1.0,0
3,629,1.0,1.0,0
3,630,1.0,1.0,0
3,631,0.0,0.0,1
3,632,1.0,1.0,1
3,633,1.0,1.0,1
3,634,0.0,0.0,0
3,635,1.0,1.0,1
3,636,0.0,0.0,1
3,637,0.0,0.0,0
3,638,1.0,1.0,1
3,639,1.0,1.0,0
3,640,0.0,0.0,0
3,641,1.0,1.0,1
3,642,0.0,0.0,1
3,643,0.0,0.0,0
3,644,0.0,0.0,1
3,645,1.0,1.0,0
3,646,0.0,0.0,0
3,647,1.0,1.0,0
3,648,0.0,0.0,1
3,649,0.0,0.0,0
3,650,1.0,1.0,1
3,651,1.0,1.0,0
3,652,1.0,1.0,0
3,653,1.0,1.0,1
3,654,0.0,0.0,1
3,655,1.0,1.0,1
3,656,0.0,0.0,1
3,657,0.0,0.0,0
3,658,1.0,1.0,1
3,659,1.0,1.0,0
3,660,1.0,1.0,0
3,661,0.0,0.0,1
3,662,0.0,0.0,1
3,663,0.0,0.0,1
3,664,0.0,0.0,0
3,665,1.0,1.0,0
3,666,1.0,1.0,0
3,667,,,0
3,668,,,1
3,669,,,1
