spatial id,temporal id,Target (normal),Normal target,occurrence t-6,occurrence t-5,occurrence t-4,occurrence t-3,occurrence t-2,occurrence t-1,occurrence t
9,64,0.0,0.0,0,0,0,0,0,0,0
1,65,1.0,1.0,0,0,0,1,1,1,1
2,65,1.0,1.0,1,0,1,0,0,1,1
3,65,0.0,0.0,0,0,0,0,0,0,0
4,65,1.0,1.0,0,0,0,0,0,0,0
5,65,1.0,1.0,0,0,0,0,0,0,0
6,65,0.0,0.0,1,1,1,1,1,1,0
7,65,0.0,0.0,0,0,0,0,0,0,0
8,65,0.0,0.0,0,0,0,0,0,0,0
9,65,0.0,0.0,0,0,0,0,0,0,0
1,66,1.0,1.0,0,0,1,1,1,1,1
2,66,1.0,1.0,0,1,0,0,1,1,1
3,66,0.0,0.0,0,0,0,0,0,0,0
4,66,0.0,0.0,0,0,0,0,0,0,0
5,66,1.0,1.0,0,0,0,0,0,0,0
6,66,0.0,0.0,1,1,1,1,1,0,0
7,66,0.0,0.0,0,0,0,0,0,0,0
8,66,0.0,0.0,0,0,0,0,0,0,0
9,66,0.0,0.0,0,0,0,0,0,0,0
1,67,1.0,1.0,0,1,1,1,1,1,1
2,67,0.0,0.0,1,0,0,1,1,1,1
3,67,1.0,1.0,0,0,0,0,0,0,0
4,67,1.0,1.0,0,0,0,0,0,0,0
5,67,1.0,1.0,0,0,0,0,0,0,0
6,67,0.0,0.0,1,1,1,1,0,0,1
7,67,0.0,0.0,0,0,0,0,0,0,0
8,67,0.0,0.0,0,0,0,0,0,0,0
9,67,0.0,0.0,0,0,0,0,0,0,0
1,68,1.0,1.0,1,1,1,1,1,1,0
2,68,1.0,1.0,0,0,1,1,1,1,0
3,68,0.0,0.0,0,0,0,0,0,0,0
4,68,0.0,0.0,0,0,0,0,0,0,0
5,68,0.0,0.0,0,0,0,0,0,0,0
6,68,1.0,1.0,1,1,1,0,0,1,1
7,68,0.0,0.0,0,0,0,0,0,0,0
8,68,0.0,0.0,0,0,0,0,0,0,0
9,68,0.0,0.0,0,0,0,0,0,0,0
1,69,1.0,1.0,1,1,1,1,1,0,0
2,69,0.0,0.0,0,1,1,1,1,0,0
3,69,0.0,0.0,0,0,0,0,0,0,0
4,69,0.0,0.0,0,0,0,0,0,0,0
5,69,1.0,1.0,0,0,0,0,0,0,0
6,69,1.0,1.0,1,1,0,0,1,1,0
7,69,0.0,0.0,0,0,0,0,0,0,0
8,69,0.0,0.0,0,0,0,0,0,0,0
9,69,0.0,0.0,0,0,0,0,0,0,0
1,70,1.0,1.0,1,1,1,1,0,0,0
2,70,0.0,0.0,1,1,1,1,0,0,0
3,70,0.0,0.0,0,0,0,0,0,0,0
4,70,1.0,1.0,0,0,0,0,0,0,0
5,70,0.0,0.0,0,0,0,0,0,0,1
6,70,1.0,1.0,1,0,0,1,1,0,1
7,70,0.0,0.0,0,0,0,0,0,0,0
8,70,0.0,0.0,0,0,0,0,0,0,0
9,70,0.0,0.0,0,0,0,0,0,0,0
1,71,0.0,0.0,1,1,1,0,0,0,0
2,71,1.0,1.0,1,1,1,0,0,0,0
3,71,0.0,0.0,0,0,0,0,0,0,1
4,71,0.0,0.0,0,0,0,0,0,0,1
5,71,1.0,1.0,0,0,0,0,0,1,1
6,71,1.0,1.0,0,0,1,1,0,1,0
7,71,0.0,0.0,0,0,0,0,0,0,0
8,71,0.0,0.0,0,0,0,0,0,0,0
9,71,0.0,0.0,0,0,0,0,0,0,0
1,72,0.0,0.0,1,1,0,0,0,0,1
2,72,1.0,1.0,1,1,0,0,0,0,1
3,72,1.0,1.0,0,0,0,0,0,1,0
4,72,0.0,0.0,0,0,0,0,0,1,0
5,72,1.0,1.0,0,0,0,0,1,1,1
6,72,1.0,1.0,0,1,1,0,1,0,1
7,72,0.0,0.0,0,0,0,0,0,0,0
8,72,0.0,0.0,0,0,0,0,0,0,0
9,72,1.0,1.0,0,0,0,0,0,0,0
1,73,1.0,1.0,1,0,0,0,0,1,1
2,73,1.0,1.0,1,0,0,0,0,1,0
3,73,0.0,0.0,0,0,0,0,1,0,0
4,73,0.0,0.0,0,0,0,0,1,0,0
5,73,1.0,1.0,0,0,0,1,1,1,0
6,73,1.0,1.0,1,1,0,1,0,1,0
7,73,0.0,0.0,0,0,0,0,0,0,0
8,73,0.0,0.0,0,0,0,0,0,0,0
9,73,0.0,0.0,0,0,0,0,0,0,0
1,74,1.0,1.0,0,0,0,0,1,1,0
2,74,1.0,1.0,0,0,0,0,1,0,0
3,74,1.0,1.0,0,0,0,1,0,0,0
4,74,1.0,1.0,0,0,0,1,0,0,0
5,74,1.0,1.0,0,0,1,1,1,0,0
6,74,1.0,1.0,1,0,1,0,1,0,0
7,74,0.0,0.0,0,0,0,0,0,0,0
8,74,0.0,0.0,0,0,0,0,0,0,0
9,74,0.0,0.0,0,0,0,0,0,0,0
1,75,1.0,1.0,0,0,0,1,1,0,1
2,75,1.0,1.0,0,0,0,1,0,0,1
3,75,0.0,0.0,0,0,1,0,0,0,0
4,75,0.0,0.0,0,0,1,0,0,0,0
5,75,1.0,1.0,0,1,1,1,0,0,0
6,75,1.0,1.0,0,1,0,1,0,0,0
7,75,0.0,0.0,0,0,0,0,0,0,0
8,75,0.0,0.0,0,0,0,0,0,0,0
9,75,0.0,0.0,0,0,0,0,0,0,0
1,76,0.0,0.0,0,0,1,1,0,1,1
2,76,1.0,1.0,0,0,1,0,0,1,1
3,76,0.0,0.0,0,1,0,0,0,0,0
4,76,0.0,0.0,0,1,0,0,0,0,1
5,76,0.0,0.0,1,1,1,0,0,0,1
6,76,1.0,1.0,1,0,1,0,0,0,0
7,76,1.0,1.0,0,0,0,0,0,0,0
8,76,0.0,0.0,0,0,0,0,0,0,0
9,76,0.0,0.0,0,0,0,0,0,0,0
1,77,1.0,1.0,0,1,1,0,1,1,1
2,77,1.0,1.0,0,1,0,0,1,1,1
3,77,0.0,0.0,1,0,0,0,0,0,0
4,77,0.0,0.0,1,0,0,0,0,1,0
5,77,1.0,1.0,1,1,0,0,0,1,1
6,77,1.0,1.0,0,1,0,0,0,0,0
7,77,0.0,0.0,0,0,0,0,0,0,0
8,77,0.0,0.0,0,0,0,0,0,0,0
9,77,0.0,0.0,0,0,0,0,0,0,0
1,78,0.0,0.0,1,1,0,1,1,1,1
2,78,1.0,1.0,1,0,0,1,1,1,0
3,78,0.0,0.0,0,0,0,0,0,0,1
4,78,0.0,0.0,0,0,0,0,1,0,1
5,78,0.0,0.0,1,0,0,0,1,1,1
6,78,0.0,0.0,1,0,0,0,0,0,0
7,78,0.0,0.0,0,0,0,0,0,0,0
8,78,0.0,0.0,0,0,0,0,0,0,0
9,78,0.0,0.0,0,0,0,0,0,0,0
1,79,0.0,0.0,1,0,1,1,1,1,1
2,79,1.0,1.0,0,0,1,1,1,0,1
3,79,1.0,1.0,0,0,0,0,0,1,0
4,79,0.0,0.0,0,0,0,1,0,1,0
5,79,1.0,1.0,0,0,0,1,1,1,0
6,79,0.0,0.0,0,0,0,0,0,0,1
7,79,0.0,0.0,0,0,0,0,0,0,0
8,79,0.0,0.0,0,0,0,0,0,0,0
9,79,0.0,0.0,0,0,0,0,0,0,0
1,80,0.0,0.0,0,1,1,1,1,1,1
2,80,1.0,1.0,0,1,1,1,0,1,0
3,80,0.0,0.0,0,0,0,0,1,0,0
4,80,0.0,0.0,0,0,1,0,1,0,0
5,80,0.0,0.0,0,0,1,1,1,0,1
6,80,1.0,1.0,0,0,0,0,0,1,1
7,80,0.0,0.0,0,0,0,0,0,0,0
8,80,0.0,0.0,0,0,0,0,0,0,0
9,80,1.0,1.0,0,0,0,0,0,0,0
1,81,0.0,0.0,1,1,1,1,1,1,1
2,81,1.0,1.0,1,1,1,0,1,0,0
3,81,1.0,1.0,0,0,0,1,0,0,0
4,81,0.0,0.0,0,1,0,1,0,0,1
5,81,0.0,0.0,0,1,1,1,0,1,0
6,81,1.0,1.0,0,0,0,0,1,1,1
7,81,0.0,0.0,0,0,0,0,0,0,0
8,81,0.0,0.0,0,0,0,0,0,0,0
9,81,0.0,0.0,0,0,0,0,0,0,0
1,82,0.0,0.0,1,1,1,1,1,1,0
2,82,0.0,0.0,1,1,0,1,0,0,1
3,82,0.0,0.0,0,0,1,0,0,0,0
4,82,0.0,0.0,1,0,1,0,0,1,0
5,82,1.0,1.0,1,1,1,0,1,0,1
6,82,1.0,1.0,0,0,0,1,1,1,1
7,82,0.0,0.0,0,0,0,0,0,0,0
8,82,1.0,1.0,0,0,0,0,0,0,0
9,82,0.0,0.0,0,0,0,0,0,0,0
1,83,1.0,1.0,1,1,1,1,1,0,0
2,83,1.0,1.0,1,0,1,0,0,1,1
3,83,0.0,0.0,0,1,0,0,0,0,1
4,83,0.0,0.0,0,1,0,0,1,0,0
5,83,0.0,0.0,1,1,0,1,0,1,1
6,83,1.0,1.0,0,0,1,1,1,1,1
7,83,0.0,0.0,0,0,0,0,0,0,0
8,83,0.0,0.0,0,0,0,0,0,0,0
9,83,0.0,0.0,0,0,0,0,0,0,1
1,84,1.0,1.0,1,1,1,1,0,0,1
2,84,1.0,1.0,0,1,0,0,1,1,1
3,84,0.0,0.0,1,0,0,0,0,1,0
4,84,0.0,0.0,1,0,0,1,0,0,0
5,84,0.0,0.0,1,0,1,0,1,1,1
6,84,1.0,1.0,0,1,1,1,1,1,1
7,84,0.0,0.0,0,0,0,0,0,0,0
8,84,0.0,0.0,0,0,0,0,0,0,0
9,84,0.0,0.0,0,0,0,0,0,1,0
1,85,1.0,1.0,1,1,1,0,0,1,1
2,85,0.0,0.0,1,0,0,1,1,1,1
3,85,1.0,1.0,0,0,0,0,1,0,1
4,85,0.0,0.0,0,0,1,0,0,0,1
5,85,1.0,1.0,0,1,0,1,1,1,1
6,85,1.0,1.0,1,1,1,1,1,1,1
7,85,0.0,0.0,0,0,0,0,0,0,0
8,85,0.0,0.0,0,0,0,0,0,0,0
9,85,0.0,0.0,0,0,0,0,1,0,0
1,86,0.0,0.0,1,1,0,0,1,1,1
2,86,1.0,1.0,0,0,1,1,1,1,1
3,86,0.0,0.0,0,0,0,1,0,1,0
4,86,0.0,0.0,0,1,0,0,0,1,0
5,86,0.0,0.0,1,0,1,1,1,1,1
6,86,0.0,0.0,1,1,1,1,1,1,1
7,86,0.0,0.0,0,0,0,0,0,0,0
8,86,0.0,0.0,0,0,0,0,0,0,0
9,86,0.0,0.0,0,0,0,1,0,0,0
1,87,1.0,1.0,1,0,0,1,1,1,0
2,87,1.0,1.0,0,1,1,1,1,1,1
3,87,0.0,0.0,0,0,1,0,1,0,0
4,87,0.0,0.0,1,0,0,0,1,0,0
5,87,1.0,1.0,0,1,1,1,1,1,0
6,87,1.0,1.0,1,1,1,1,1,1,1
7,87,0.0,0.0,0,0,0,0,0,0,1
8,87,0.0,0.0,0,0,0,0,0,0,0
9,87,0.0,0.0,0,0,1,0,0,0,0
1,88,0.0,0.0,0,0,1,1,1,0,1
2,88,0.0,0.0,1,1,1,1,1,1,1
3,88,1.0,1.0,0,1,0,1,0,0,0
4,88,0.0,0.0,0,0,0,1,0,0,0
5,88,0.0,0.0,1,1,1,1,1,0,1
6,88,1.0,1.0,1,1,1,1,1,1,1
7,88,0.0,0.0,0,0,0,0,0,1,0
8,88,0.0,0.0,0,0,0,0,0,0,0
9,88,0.0,0.0,0,1,0,0,0,0,0
1,89,1.0,1.0,0,1,1,1,0,1,0
2,89,1.0,1.0,1,1,1,1,1,1,1
3,89,1.0,1.0,1,0,1,0,0,0,0
4,89,1.0,1.0,0,0,1,0,0,0,0
5,89,1.0,1.0,1,1,1,1,0,1,0
6,89,1.0,1.0,1,1,1,1,1,1,0
7,89,1.0,1.0,0,0,0,0,1,0,0
8,89,0.0,0.0,0,0,0,0,0,0,0
9,89,0.0,0.0,1,0,0,0,0,0,0
1,90,1.0,1.0,1,1,1,0,1,0,0
2,90,1.0,1.0,1,1,1,1,1,1,1
3,90,1.0,1.0,0,1,0,0,0,0,1
4,90,0.0,0.0,0,1,0,0,0,0,0
5,90,1.0,1.0,1,1,1,0,1,0,1
6,90,1.0,1.0,1,1,1,1,1,0,0
7,90,0.0,0.0,0,0,0,1,0,0,0
8,90,0.0,0.0,0,0,0,0,0,0,0
9,90,0.0,0.0,0,0,0,0,0,0,0
1,91,1.0,1.0,1,1,0,1,0,0,0
2,91,1.0,1.0,1,1,1,1,1,1,1
3,91,0.0,0.0,1,0,0,0,0,1,0
4,91,0.0,0.0,1,0,0,0,0,0,0
5,91,1.0,1.0,1,1,0,1,0,1,0
6,91,1.0,1.0,1,1,1,1,0,0,1
7,91,0.0,0.0,0,0,1,0,0,0,0
8,91,0.0,0.0,0,0,0,0,0,0,0
9,91,0.0,0.0,0,0,0,0,0,0,1
1,92,0.0,0.0,1,0,1,0,0,0,0
2,92,1.0,1.0,1,1,1,1,1,1,1
3,92,1.0,1.0,0,0,0,0,1,0,1
4,92,1.0,1.0,0,0,0,0,0,0,0
5,92,0.0,0.0,1,0,1,0,1,0,0
6,92,1.0,1.0,1,1,1,0,0,1,1
7,92,0.0,0.0,0,1,0,0,0,0,0
8,92,0.0,0.0,0,0,0,0,0,0,0
9,92,0.0,0.0,0,0,0,0,0,1,0
1,93,1.0,1.0,0,1,0,0,0,0,0
2,93,1.0,1.0,1,1,1,1,1,1,0
3,93,0.0,0.0,0,0,0,1,0,1,0
4,93,0.0,0.0,0,0,0,0,0,0,0
5,93,1.0,1.0,0,1,0,1,0,0,1
6,93,1.0,1.0,1,1,0,0,1,1,1
7,93,0.0,0.0,1,0,0,0,0,0,0
8,93,0.0,0.0,0,0,0,0,0,0,1
9,93,0.0,0.0,0,0,0,0,1,0,0
1,94,0.0,0.0,1,0,0,0,0,0,1
2,94,1.0,1.0,1,1,1,1,1,0,1
3,94,1.0,1.0,0,0,1,0,1,0,0
4,94,0.0,0.0,0,0,0,0,0,0,0
5,94,0.0,0.0,1,0,1,0,0,1,0
6,94,1.0,1.0,1,0,0,1,1,1,1
7,94,0.0,0.0,0,0,0,0,0,0,0
8,94,0.0,0.0,0,0,0,0,0,1,0
9,94,0.0,0.0,0,0,0,1,0,0,0
1,95,0.0,0.0,0,0,0,0,0,1,1
2,95,1.0,1.0,1,1,1,1,0,1,1
3,95,0.0,0.0,0,1,0,1,0,0,0
4,95,0.0,0.0,0,0,0,0,0,0,0
5,95,0.0,0.0,0,1,0,0,1,0,0
6,95,1.0,1.0,0,0,1,1,1,1,1
7,95,0.0,0.0,0,0,0,0,0,0,0
8,95,0.0,0.0,0,0,0,0,1,0,0
9,95,0.0,0.0,0,0,1,0,0,0,0
1,96,0.0,0.0,0,0,0,0,1,1,1
2,96,1.0,1.0,1,1,1,0,1,1,0
3,96,0.0,0.0,1,0,1,0,0,0,1
4,96,0.0,0.0,0,0,0,0,0,0,0
5,96,0.0,0.0,1,0,0,1,0,0,1
6,96,0.0,0.0,0,1,1,1,1,1,1
7,96,0.0,0.0,0,0,0,0,0,0,0
8,96,0.0,0.0,0,0,0,1,0,0,0
9,96,0.0,0.0,0,1,0,0,0,0,0
1,97,1.0,1.0,0,0,0,1,1,1,0
2,97,1.0,1.0,1,1,0,1,1,0,1
3,97,1.0,1.0,0,1,0,0,0,1,0
4,97,0.0,0.0,0,0,0,0,0,0,0
5,97,0.0,0.0,0,0,1,0,0,1,0
6,97,1.0,1.0,1,1,1,1,1,1,0
7,97,0.0,0.0,0,0,0,0,0,0,0
8,97,0.0,0.0,0,0,1,0,0,0,0
9,97,0.0,0.0,1,0,0,0,0,0,0
1,98,0.0,0.0,0,0,1,1,1,0,1
2,98,1.0,1.0,1,0,1,1,0,1,1
3,98,0.0,0.0,1,0,0,0,1,0,0
4,98,0.0,0.0,0,0,0,0,0,0,0
5,98,0.0,0.0,0,1,0,0,1,0,1
6,98,0.0,0.0,1,1,1,1,1,0,1
7,98,0.0,0.0,0,0,0,0,0,0,0
8,98,0.0,0.0,0,1,0,0,0,0,0
9,98,0.0,0.0,0,0,0,0,0,0,0
1,99,1.0,1.0,0,1,1,1,0,1,0
2,99,1.0,1.0,0,1,1,0,1,1,0
3,99,1.0,1.0,0,0,0,1,0,0,1
4,99,1.0,1.0,0,0,0,0,0,0,0
5,99,1.0,1.0,1,0,0,1,0,1,0
6,99,1.0,1.0,1,1,1,1,0,1,1
7,99,0.0,0.0,0,0,0,0,0,0,0
8,99,0.0,0.0,1,0,0,0,0,0,0
9,99,0.0,0.0,0,0,0,0,0,0,0
1,100,1.0,1.0,1,1,1,0,1,0,1
2,100,1.0,1.0,1,1,0,1,1,0,1
3,100,0.0,0.0,0,0,1,0,0,1,1
4,100,0.0,0.0,0,0,0,0,0,0,1
5,100,0.0,0.0,0,0,1,0,1,0,1
6,100,1.0,1.0,1,1,1,0,1,1,1
7,100,0.0,0.0,0,0,0,0,0,0,1
8,100,0.0,0.0,0,0,0,0,0,0,0
9,100,1.0,1.0,0,0,0,0,0,0,0
1,101,1.0,1.0,1,1,0,1,0,1,1
2,101,1.0,1.0,1,0,1,1,0,1,1
3,101,0.0,0.0,0,1,0,0,1,1,1
4,101,0.0,0.0,0,0,0,0,0,1,0
5,101,1.0,1.0,0,1,0,1,0,1,1
6,101,0.0,0.0,1,1,0,1,1,1,1
7,101,0.0,0.0,0,0,0,0,0,1,0
8,101,0.0,0.0,0,0,0,0,0,0,0
9,101,0.0,0.0,0,0,0,0,0,0,0
1,102,0.0,0.0,1,0,1,0,1,1,1
2,102,1.0,1.0,0,1,1,0,1,1,1
3,102,0.0,0.0,1,0,0,1,1,1,0
4,102,0.0,0.0,0,0,0,0,1,0,0
5,102,0.0,0.0,1,0,1,0,1,1,1
6,102,1.0,1.0,1,0,1,1,1,1,1
7,102,0.0,0.0,0,0,0,0,1,0,0
8,102,0.0,0.0,0,0,0,0,0,0,0
9,102,0.0,0.0,0,0,0,0,0,0,0
1,103,1.0,1.0,0,1,0,1,1,1,0
2,103,0.0,0.0,1,1,0,1,1,1,1
3,103,0.0,0.0,0,0,1,1,1,0,1
4,103,0.0,0.0,0,0,0,1,0,0,1
5,103,0.0,0.0,0,1,0,1,1,1,0
6,103,1.0,1.0,0,1,1,1,1,1,1
7,103,0.0,0.0,0,0,0,1,0,0,0
8,103,0.0,0.0,0,0,0,0,0,0,0
9,103,0.0,0.0,0,0,0,0,0,0,0
1,104,0.0,0.0,1,0,1,1,1,0,1
2,104,1.0,1.0,1,0,1,1,1,1,1
3,104,0.0,0.0,0,1,1,1,0,1,0
4,104,0.0,0.0,0,0,1,0,0,1,0
5,104,0.0,0.0,1,0,1,1,1,0,1
6,104,1.0,1.0,1,1,1,1,1,1,1
7,104,1.0,1.0,0,0,1,0,0,0,0
8,104,0.0,0.0,0,0,0,0,0,0,0
9,104,0.0,0.0,0,0,0,0,0,0,0
1,105,1.0,1.0,0,1,1,1,0,1,0
2,105,1.0,1.0,0,1,1,1,1,1,1
3,105,1.0,1.0,1,1,1,0,1,0,1
4,105,0.0,0.0,0,1,0,0,1,0,0
5,105,0.0,0.0,0,1,1,1,0,1,0
6,105,1.0,1.0,1,1,1,1,1,1,1
7,105,0.0,0.0,0,1,0,0,0,0,0
8,105,0.0,0.0,0,0,0,0,0,0,0
9,105,0.0,0.0,0,0,0,0,0,0,0
1,106,1.0,1.0,1,1,1,0,1,0,0
2,106,1.0,1.0,1,1,1,1,1,1,1
3,106,0.0,0.0,1,1,0,1,0,1,0
4,106,0.0,0.0,1,0,0,1,0,0,0
5,106,0.0,0.0,1,1,1,0,1,0,0
6,106,1.0,1.0,1,1,1,1,1,1,1
7,106,0.0,0.0,1,0,0,0,0,0,0
8,106,0.0,0.0,0,0,0,0,0,0,0
9,106,0.0,0.0,0,0,0,0,0,0,0
1,107,1.0,1.0,1,1,0,1,0,0,0
2,107,1.0,1.0,1,1,1,1,1,1,1
3,107,0.0,0.0,1,0,1,0,1,0,0
4,107,0.0,0.0,0,0,1,0,0,0,0
5,107,0.0,0.0,1,1,0,1,0,0,0
6,107,1.0,1.0,1,1,1,1,1,1,0
7,107,1.0,1.0,0,0,0,0,0,0,0
8,107,0.0,0.0,0,0,0,0,0,0,0
9,107,0.0,0.0,0,0,0,0,0,0,0
1,108,1.0,1.0,1,0,1,0,0,0,1
2,108,1.0,1.0,1,1,1,1,1,1,1
3,108,0.0,0.0,0,1,0,1,0,0,1
4,108,0.0,0.0,0,1,0,0,0,0,0
5,108,1.0,1.0,1,0,1,0,0,0,0
6,108,1.0,1.0,1,1,1,1,1,0,1
7,108,1.0,1.0,0,0,0,0,0,0,0
8,108,0.0,0.0,0,0,0,0,0,0,0
9,108,0.0,0.0,0,0,0,0,0,0,0
1,109,1.0,1.0,0,1,0,0,0,1,0
2,109,1.0,1.0,1,1,1,1,1,1,1
3,109,1.0,1.0,1,0,1,0,0,1,0
4,109,1.0,1.0,1,0,0,0,0,0,0
5,109,1.0,1.0,0,1,0,0,0,0,0
6,109,1.0,1.0,1,1,1,1,0,1,0
7,109,1.0,1.0,0,0,0,0,0,0,0
8,109,0.0,0.0,0,0,0,0,0,0,0
9,109,0.0,0.0,0,0,0,0,0,0,0
1,110,1.0,1.0,1,0,0,0,1,0,1
2,110,1.0,1.0,1,1,1,1,1,1,1
3,110,1.0,1.0,0,1,0,0,1,0,1
4,110,0.0,0.0,0,0,0,0,0,0,1
5,110,1.0,1.0,1,0,0,0,0,0,1
6,110,1.0,1.0,1,1,1,0,1,0,1
7,110,1.0,1.0,0,0,0,0,0,0,0
8,110,0.0,0.0,0,0,0,0,0,0,0
9,110,0.0,0.0,0,0,0,0,0,0,0
1,111,1.0,1.0,0,0,0,1,0,1,1
2,111,0.0,0.0,1,1,1,1,1,1,1
3,111,0.0,0.0,1,0,0,1,0,1,0
4,111,0.0,0.0,0,0,0,0,0,1,0
5,111,0.0,0.0,0,0,0,0,0,1,0
6,111,1.0,1.0,1,1,0,1,0,1,1
7,111,1.0,1.0,0,0,0,0,0,0,0
8,111,0.0,0.0,0,0,0,0,0,0,0
9,111,0.0,0.0,0,0,0,0,0,0,1
1,112,1.0,1.0,0,0,1,0,1,1,1
2,112,0.0,0.0,1,1,1,1,1,1,1
3,112,0.0,0.0,0,0,1,0,1,0,0
4,112,0.0,0.0,0,0,0,0,1,0,0
5,112,1.0,1.0,0,0,0,0,1,0,1
6,112,1.0,1.0,1,0,1,0,1,1,0
7,112,1.0,1.0,0,0,0,0,0,0,0
8,112,0.0,0.0,0,0,0,0,0,0,0
9,112,0.0,0.0,0,0,0,0,0,1,0
1,113,1.0,1.0,0,1,0,1,1,1,0
2,113,1.0,1.0,1,1,1,1,1,1,1
3,113,0.0,0.0,0,1,0,1,0,0,0
4,113,1.0,1.0,0,0,0,1,0,0,0
5,113,1.0,1.0,0,0,0,1,0,1,0
6,113,1.0,1.0,0,1,0,1,1,0,1
7,113,1.0,1.0,0,0,0,0,0,0,0
8,113,0.0,0.0,0,0,0,0,0,0,0
9,113,0.0,0.0,0,0,0,0,1,0,0
1,114,0.0,0.0,1,0,1,1,1,0,1
2,114,1.0,1.0,1,1,1,1,1,1,0
3,114,0.0,0.0,1,0,1,0,0,0,0
4,114,0.0,0.0,0,0,1,0,0,0,0
5,114,0.0,0.0,0,0,1,0,1,0,0
6,114,1.0,1.0,1,0,1,1,0,1,1
7,114,0.0,0.0,0,0,0,0,0,0,0
8,114,0.0,0.0,0,0,0,0,0,0,0
9,114,0.0,0.0,0,0,0,1,0,0,0
1,115,0.0,0.0,0,1,1,1,0,1,0
2,115,1.0,1.0,1,1,1,1,1,0,1
3,115,0.0,0.0,0,1,0,0,0,0,0
4,115,0.0,0.0,0,1,0,0,0,0,0
5,115,0.0,0.0,0,1,0,1,0,0,0
6,115,1.0,1.0,0,1,1,0,1,1,1
7,115,1.0,1.0,0,0,0,0,0,0,1
8,115,1.0,1.0,0,0,0,0,0,0,0
9,115,0.0,0.0,0,0,1,0,0,0,0
1,116,0.0,0.0,1,1,1,0,1,0,1
2,116,1.0,1.0,1,1,1,1,0,1,1
3,116,0.0,0.0,1,0,0,0,0,0,1
4,116,0.0,0.0,1,0,0,0,0,0,0
5,116,0.0,0.0,1,0,1,0,0,0,0
6,116,1.0,1.0,1,1,0,1,1,1,1
7,116,0.0,0.0,0,0,0,0,0,1,0
8,116,1.0,1.0,0,0,0,0,0,0,0
9,116,0.0,0.0,0,1,0,0,0,0,0
1,117,1.0,1.0,1,1,0,1,0,1,1
2,117,0.0,0.0,1,1,1,0,1,1,1
3,117,0.0,0.0,0,0,0,0,0,1,0
4,117,0.0,0.0,0,0,0,0,0,0,0
5,117,0.0,0.0,0,1,0,0,0,0,0
6,117,1.0,1.0,1,0,1,1,1,1,1
7,117,1.0,1.0,0,0,0,0,1,0,0
8,117,0.0,0.0,0,0,0,0,0,0,0
9,117,0.0,0.0,1,0,0,0,0,0,0
1,118,1.0,1.0,1,0,1,0,1,1,1
2,118,1.0,1.0,1,1,0,1,1,1,1
3,118,1.0,1.0,0,0,0,0,1,0,0
4,118,1.0,1.0,0,0,0,0,0,0,0
5,118,0.0,0.0,1,0,0,0,0,0,0
6,118,1.0,1.0,0,1,1,1,1,1,1
7,118,1.0,1.0,0,0,0,1,0,0,1
8,118,0.0,0.0,0,0,0,0,0,0,0
9,118,0.0,0.0,0,0,0,0,0,0,0
1,119,1.0,1.0,0,1,0,1,1,1,1
2,119,0.0,0.0,1,0,1,1,1,1,1
3,119,0.0,0.0,0,0,0,1,0,0,0
4,119,0.0,0.0,0,0,0,0,0,0,0
5,119,0.0,0.0,0,0,0,0,0,0,1
6,119,1.0,1.0,1,1,1,1,1,1,1
7,119,1.0,1.0,0,0,1,0,0,1,1
8,119,1.0,1.0,0,0,0,0,0,0,0
9,119,0.0,0.0,0,0,0,0,0,0,0
1,120,0.0,0.0,1,0,1,1,1,1,1
2,120,0.0,0.0,0,1,1,1,1,1,1
3,120,0.0,0.0,0,0,1,0,0,0,1
4,120,0.0,0.0,0,0,0,0,0,0,1
5,120,1.0,1.0,0,0,0,0,0,1,1
6,120,1.0,1.0,1,1,1,1,1,1,1
7,120,0.0,0.0,0,1,0,0,1,1,1
8,120,0.0,0.0,0,0,0,0,0,0,0
9,120,0.0,0.0,0,0,0,0,0,0,0
1,121,0.0,0.0,0,1,1,1,1,1,1
2,121,1.0,1.0,1,1,1,1,1,1,1
3,121,1.0,1.0,0,1,0,0,0,1,1
4,121,0.0,0.0,0,0,0,0,0,1,0
5,121,0.0,0.0,0,0,0,0,1,1,1
6,121,0.0,0.0,1,1,1,1,1,1,1
7,121,0.0,0.0,1,0,0,1,1,1,1
8,121,0.0,0.0,0,0,0,0,0,0,0
9,121,0.0,0.0,0,0,0,0,0,0,0
1,122,1.0,1.0,1,1,1,1,1,1,1
2,122,1.0,1.0,1,1,1,1,1,1,0
3,122,0.0,0.0,1,0,0,0,1,1,0
4,122,1.0,1.0,0,0,0,0,1,0,0
5,122,1.0,1.0,0,0,0,1,1,1,0
6,122,1.0,1.0,1,1,1,1,1,1,1
7,122,0.0,0.0,0,0,1,1,1,1,1
8,122,0.0,0.0,0,0,0,0,0,0,0
9,122,1.0,1.0,0,0,0,0,0,0,0
1,123,1.0,1.0,1,1,1,1,1,1,1
2,123,1.0,1.0,1,1,1,1,1,0,0
3,123,1.0,1.0,0,0,0,1,1,0,0
4,123,0.0,0.0,0,0,0,1,0,0,0
5,123,0.0,0.0,0,0,1,1,1,0,1
6,123,1.0,1.0,1,1,1,1,1,1,1
7,123,1.0,1.0,0,1,1,1,1,1,1
8,123,0.0,0.0,0,0,0,0,0,0,0
9,123,0.0,0.0,0,0,0,0,0,0,0
1,124,1.0,1.0,1,1,1,1,1,1,1
2,124,1.0,1.0,1,1,1,1,0,0,1
3,124,0.0,0.0,0,0,1,1,0,0,0
