spatial id,temporal id,Target (normal),Normal target,occurrence t-5,occurrence t-4,occurrence t-3,occurrence t-2,occurrence t-1,occurrence t
9,86,0.0,0.0,0,0,1,0,0,0
4,87,0.0,0.0,0,0,0,1,0,0
7,87,0.0,0.0,0,0,0,0,0,1
8,87,0.0,0.0,0,0,0,0,0,0
9,87,0.0,0.0,0,1,0,0,0,0
4,88,0.0,0.0,0,0,1,0,0,0
7,88,0.0,0.0,0,0,0,0,1,0
8,88,0.0,0.0,0,0,0,0,0,0
9,88,1.0,1.0,1,0,0,0,0,0
4,89,0.0,0.0,0,1,0,0,0,0
7,89,0.0,0.0,0,0,0,1,0,0
8,89,0.0,0.0,0,0,0,0,0,0
9,89,0.0,0.0,0,0,0,0,0,0
4,90,0.0,0.0,1,0,0,0,0,0
7,90,0.0,0.0,0,0,1,0,0,0
8,90,1.0,1.0,0,0,0,0,0,0
9,90,0.0,0.0,0,0,0,0,0,0
4,91,0.0,0.0,0,0,0,0,0,0
7,91,0.0,0.0,0,1,0,0,0,0
8,91,0.0,0.0,0,0,0,0,0,0
9,91,0.0,0.0,0,0,0,0,0,1
4,92,0.0,0.0,0,0,0,0,0,0
7,92,0.0,0.0,1,0,0,0,0,0
8,92,0.0,0.0,0,0,0,0,0,0
9,92,0.0,0.0,0,0,0,0,1,0
4,93,0.0,0.0,0,0,0,0,0,0
7,93,0.0,0.0,0,0,0,0,0,0
8,93,0.0,0.0,0,0,0,0,0,1
9,93,0.0,0.0,0,0,0,1,0,0
4,94,0.0,0.0,0,0,0,0,0,0
7,94,0.0,0.0,0,0,0,0,0,0
8,94,0.0,0.0,0,0,0,0,1,0
9,94,0.0,0.0,0,0,1,0,0,0
4,95,0.0,0.0,0,0,0,0,0,0
7,95,0.0,0.0,0,0,0,0,0,0
8,95,0.0,0.0,0,0,0,1,0,0
9,95,0.0,0.0,0,1,0,0,0,0
4,96,0.0,0.0,0,0,0,0,0,0
7,96,0.0,0.0,0,0,0,0,0,0
8,96,0.0,0.0,0,0,1,0,0,0
9,96,0.0,0.0,1,0,0,0,0,0
4,97,1.0,1.0,0,0,0,0,0,0
7,97,1.0,1.0,0,0,0,0,0,0
8,97,0.0,0.0,0,1,0,0,0,0
9,97,0.0,0.0,0,0,0,0,0,0
4,98,0.0,0.0,0,0,0,0,0,0
7,98,0.0,0.0,0,0,0,0,0,0
8,98,0.0,0.0,1,0,0,0,0,0
9,98,0.0,0.0,0,0,0,0,0,0
4,99,0.0,0.0,0,0,0,0,0,0
7,99,0.0,0.0,0,0,0,0,0,0
8,99,0.0,0.0,0,0,0,0,0,0
9,99,0.0,0.0,0,0,0,0,0,0
4,100,1.0,1.0,0,0,0,0,0,1
7,100,0.0,0.0,0,0,0,0,0,1
8,100,0.0,0.0,0,0,0,0,0,0
9,100,0.0,0.0,0,0,0,0,0,0
4,101,0.0,0.0,0,0,0,0,1,0
7,101,0.0,0.0,0,0,0,0,1,0
8,101,0.0,0.0,0,0,0,0,0,0
9,101,0.0,0.0,0,0,0,0,0,0
4,102,0.0,0.0,0,0,0,1,0,0
7,102,0.0,0.0,0,0,0,1,0,0
8,102,0.0,0.0,0,0,0,0,0,0
9,102,0.0,0.0,0,0,0,0,0,0
4,103,0.0,0.0,0,0,1,0,0,1
7,103,0.0,0.0,0,0,1,0,0,0
8,103,0.0,0.0,0,0,0,0,0,0
9,103,0.0,0.0,0,0,0,0,0,0
4,104,0.0,0.0,0,1,0,0,1,0
7,104,0.0,0.0,0,1,0,0,0,0
8,104,0.0,0.0,0,0,0,0,0,0
9,104,0.0,0.0,0,0,0,0,0,0
4,105,0.0,0.0,1,0,0,1,0,0
7,105,0.0,0.0,1,0,0,0,0,0
8,105,0.0,0.0,0,0,0,0,0,0
9,105,0.0,0.0,0,0,0,0,0,0
4,106,0.0,0.0,0,0,1,0,0,0
7,106,0.0,0.0,0,0,0,0,0,0
8,106,0.0,0.0,0,0,0,0,0,0
9,106,0.0,0.0,0,0,0,0,0,0
4,107,1.0,1.0,0,1,0,0,0,0
7,107,0.0,0.0,0,0,0,0,0,0
8,107,0.0,0.0,0,0,0,0,0,0
9,107,0.0,0.0,0,0,0,0,0,0
4,108,0.0,0.0,1,0,0,0,0,0
7,108,0.0,0.0,0,0,0,0,0,0
8,108,0.0,0.0,0,0,0,0,0,0
9,108,1.0,1.0,0,0,0,0,0,0
4,109,0.0,0.0,0,0,0,0,0,0
7,109,0.0,0.0,0,0,0,0,0,0
8,109,0.0,0.0,0,0,0,0,0,0
9,109,0.0,0.0,0,0,0,0,0,0
4,110,0.0,0.0,0,0,0,0,0,1
7,110,0.0,0.0,0,0,0,0,0,0
8,110,0.0,0.0,0,0,0,0,0,0
9,110,0.0,0.0,0,0,0,0,0,0
4,111,0.0,0.0,0,0,0,0,1,0
7,111,0.0,0.0,0,0,0,0,0,0
8,111,0.0,0.0,0,0,0,0,0,0
9,111,0.0,0.0,0,0,0,0,0,1
4,112,0.0,0.0,0,0,0,1,0,0
7,112,1.0,1.0,0,0,0,0,0,0
8,112,0.0,0.0,0,0,0,0,0,0
9,112,0.0,0.0,0,0,0,0,1,0
4,113,0.0,0.0,0,0,1,0,0,0
7,113,0.0,0.0,0,0,0,0,0,0
8,113,0.0,0.0,0,0,0,0,0,0
9,113,0.0,0.0,0,0,0,1,0,0
4,114,0.0,0.0,0,1,0,0,0,0
7,114,0.0,0.0,0,0,0,0,0,0
8,114,0.0,0.0,0,0,0,0,0,0
9,114,0.0,0.0,0,0,1,0,0,0
4,115,0.0,0.0,1,0,0,0,0,0
7,115,1.0,1.0,0,0,0,0,0,1
8,115,0.0,0.0,0,0,0,0,0,0
9,115,0.0,0.0,0,1,0,0,0,0
4,116,0.0,0.0,0,0,0,0,0,0
7,116,1.0,1.0,0,0,0,0,1,0
8,116,0.0,0.0,0,0,0,0,0,0
9,116,0.0,0.0,1,0,0,0,0,0
4,117,1.0,1.0,0,0,0,0,0,0
7,117,1.0,1.0,0,0,0,1,0,0
8,117,0.0,0.0,0,0,0,0,0,0
9,117,0.0,0.0,0,0,0,0,0,0
4,118,0.0,0.0,0,0,0,0,0,0
7,118,1.0,1.0,0,0,1,0,0,1
8,118,0.0,0.0,0,0,0,0,0,0
9,118,0.0,0.0,0,0,0,0,0,0
4,119,0.0,0.0,0,0,0,0,0,0
7,119,1.0,1.0,0,1,0,0,1,1
8,119,0.0,0.0,0,0,0,0,0,0
9,119,0.0,0.0,0,0,0,0,0,0
4,120,0.0,0.0,0,0,0,0,0,1
7,120,1.0,1.0,1,0,0,1,1,1
8,120,0.0,0.0,0,0,0,0,0,0
9,120,0.0,0.0,0,0,0,0,0,0
4,121,1.0,1.0,0,0,0,0,1,0
7,121,1.0,1.0,0,0,1,1,1,1
8,121,0.0,0.0,0,0,0,0,0,0
9,121,0.0,0.0,0,0,0,0,0,0
4,122,0.0,0.0,0,0,0,1,0,0
7,122,0.0,0.0,0,1,1,1,1,1
8,122,0.0,0.0,0,0,0,0,0,0
9,122,0.0,0.0,0,0,0,0,0,0
4,123,0.0,0.0,0,0,1,0,0,0
7,123,1.0,1.0,1,1,1,1,1,1
8,123,1.0,1.0,0,0,0,0,0,0
9,123,0.0,0.0,0,0,0,0,0,0
4,124,0.0,0.0,0,1,0,0,0,1
7,124,0.0,0.0,1,1,1,1,1,1
8,124,1.0,1.0,0,0,0,0,0,0
9,124,0.0,0.0,0,0,0,0,0,0
4,125,0.0,0.0,1,0,0,0,1,0
7,125,1.0,1.0,1,1,1,1,1,0
8,125,0.0,0.0,0,0,0,0,0,0
9,125,0.0,0.0,0,0,0,0,0,0
4,126,1.0,1.0,0,0,0,1,0,0
7,126,1.0,1.0,1,1,1,1,0,1
8,126,0.0,0.0,0,0,0,0,0,1
9,126,0.0,0.0,0,0,0,0,0,0
4,127,0.0,0.0,0,0,1,0,0,0
7,127,1.0,1.0,1,1,1,0,1,0
8,127,1.0,1.0,0,0,0,0,1,1
9,127,0.0,0.0,0,0,0,0,0,0
4,128,0.0,0.0,0,1,0,0,0,0
7,128,0.0,0.0,1,1,0,1,0,1
8,128,0.0,0.0,0,0,0,1,1,0
9,128,0.0,0.0,0,0,0,0,0,0
4,129,0.0,0.0,1,0,0,0,0,1
7,129,0.0,0.0,1,0,1,0,1,1
8,129,0.0,0.0,0,0,1,1,0,0
9,129,0.0,0.0,0,0,0,0,0,0
4,130,1.0,1.0,0,0,0,0,1,0
7,130,0.0,0.0,0,1,0,1,1,1
8,130,0.0,0.0,0,1,1,0,0,1
9,130,1.0,1.0,0,0,0,0,0,0
4,131,0.0,0.0,0,0,0,1,0,0
7,131,1.0,1.0,1,0,1,1,1,0
8,131,0.0,0.0,1,1,0,0,1,0
9,131,0.0,0.0,0,0,0,0,0,0
4,132,1.0,1.0,0,0,1,0,0,0
7,132,0.0,0.0,0,1,1,1,0,0
8,132,0.0,0.0,1,0,0,1,0,0
9,132,0.0,0.0,0,0,0,0,0,0
4,133,1.0,1.0,0,1,0,0,0,1
7,133,1.0,1.0,1,1,1,0,0,0
8,133,0.0,0.0,0,0,1,0,0,0
9,133,0.0,0.0,0,0,0,0,0,1
4,134,0.0,0.0,1,0,0,0,1,0
7,134,0.0,0.0,1,1,0,0,0,1
8,134,0.0,0.0,0,1,0,0,0,0
9,134,0.0,0.0,0,0,0,0,1,0
4,135,0.0,0.0,0,0,0,1,0,1
7,135,1.0,1.0,1,0,0,0,1,0
8,135,0.0,0.0,1,0,0,0,0,0
9,135,0.0,0.0,0,0,0,1,0,0
4,136,0.0,0.0,0,0,1,0,1,1
7,136,0.0,0.0,0,0,0,1,0,1
8,136,0.0,0.0,0,0,0,0,0,0
9,136,0.0,0.0,0,0,1,0,0,0
4,137,0.0,0.0,0,1,0,1,1,0
7,137,0.0,0.0,0,0,1,0,1,0
8,137,1.0,1.0,0,0,0,0,0,0
9,137,0.0,0.0,0,1,0,0,0,0
4,138,0.0,0.0,1,0,1,1,0,0
7,138,0.0,0.0,0,1,0,1,0,1
8,138,0.0,0.0,0,0,0,0,0,0
9,138,0.0,0.0,1,0,0,0,0,0
4,139,0.0,0.0,0,1,1,0,0,0
7,139,0.0,0.0,1,0,1,0,1,0
8,139,0.0,0.0,0,0,0,0,0,0
9,139,0.0,0.0,0,0,0,0,0,0
4,140,1.0,1.0,1,1,0,0,0,0
7,140,0.0,0.0,0,1,0,1,0,0
8,140,0.0,0.0,0,0,0,0,0,1
9,140,0.0,0.0,0,0,0,0,0,0
4,141,0.0,0.0,1,0,0,0,0,0
7,141,0.0,0.0,1,0,1,0,0,0
8,141,0.0,0.0,0,0,0,0,1,0
9,141,0.0,0.0,0,0,0,0,0,0
4,142,0.0,0.0,0,0,0,0,0,0
7,142,0.0,0.0,0,1,0,0,0,0
8,142,0.0,0.0,0,0,0,1,0,0
9,142,0.0,0.0,0,0,0,0,0,0
4,143,1.0,1.0,0,0,0,0,0,1
7,143,0.0,0.0,1,0,0,0,0,0
8,143,0.0,0.0,0,0,1,0,0,0
9,143,0.0,0.0,0,0,0,0,0,0
4,144,0.0,0.0,0,0,0,0,1,0
7,144,0.0,0.0,0,0,0,0,0,0
8,144,0.0,0.0,0,1,0,0,0,0
9,144,0.0,0.0,0,0,0,0,0,0
4,145,0.0,0.0,0,0,0,1,0,0
7,145,0.0,0.0,0,0,0,0,0,0
8,145,0.0,0.0,1,0,0,0,0,0
9,145,0.0,0.0,0,0,0,0,0,0
4,146,1.0,1.0,0,0,1,0,0,1
7,146,0.0,0.0,0,0,0,0,0,0
8,146,0.0,0.0,0,0,0,0,0,0
9,146,0.0,0.0,0,0,0,0,0,0
4,147,0.0,0.0,0,1,0,0,1,0
7,147,0.0,0.0,0,0,0,0,0,0
8,147,1.0,1.0,0,0,0,0,0,0
9,147,0.0,0.0,0,0,0,0,0,0
4,148,0.0,0.0,1,0,0,1,0,0
7,148,0.0,0.0,0,0,0,0,0,0
8,148,0.0,0.0,0,0,0,0,0,0
9,148,0.0,0.0,0,0,0,0,0,0
